time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/loss,train/clip_range,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/approx_kl,train/explained_variance,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
142,31,145408,4585,-0.019610481336712837,0.2,564,-1.7389307841658592,-0.002129031054209918,0.0003,0.006103515625,0.0025196956,0.7467132806777954,0.0015907838496787008,286.31,0.13169446
143,31,146432,4589,-0.0213723573833704,0.2,568,-1.7574618235230446,-0.0003724109410541132,0.0003,0.0,0.0012540113,0.884099006652832,0.00023376461285806727,283.45,0.1406389
144,32,147456,4593,-0.016093898564577103,0.2,572,-1.7776235193014145,-0.00019447485101409256,0.0003,0.0,0.0005402087,0.5188097953796387,0.003181325548212044,281.28,0.14766667
145,32,148480,4597,-0.024103904142975807,0.2,576,-1.8025854974985123,-0.002766650271951221,0.0003,0.0,0.0024491635,0.4632043242454529,0.003241556347347796,281.67,0.14658334
146,32,149504,4601,-0.030278382822871208,0.2,580,-1.8093399554491043,-0.0019586205162340775,0.0003,0.004150390625,0.0043445746,0.7667931318283081,0.000955421848630067,285.68,0.13444446
147,32,150528,4605,-0.019314801320433617,0.2,584,-1.8552478775382042,0.00026724161580204964,0.0003,0.0,0.0005420006,0.7306256890296936,0.0009664416593295755,286.69,0.1306389
148,32,151552,4608,-0.021411025896668434,0.2,588,-1.8326086774468422,-0.0022585885162698105,0.0003,0.0,0.0020087333,0.7290211319923401,0.00024964909607660957,291.23,0.11602779000000002
149,33,152576,4612,-0.02383049763739109,0.2,592,-1.7775907665491104,-0.0017285950161749497,0.0003,0.000732421875,0.003834424,0.6989151239395142,0.0006573600294359494,294.67,0.10447223000000001
150,33,153600,4616,-0.02942296862602234,0.2,596,-1.7080498561263084,-0.0024765901907812804,0.0003,0.01220703125,0.004043996,0.8758652210235596,0.00026138509520023945,295.56,0.10200001
151,33,154624,4620,-0.020153358578681946,0.2,600,-1.6787529066205025,-0.001426028713467531,0.0003,0.0,0.000965504,0.774986743927002,0.000504918762089801,296.78,0.09961112
152,33,155648,4624,-0.02340279333293438,0.2,604,-1.716049388051033,-0.002037963167822454,0.0003,0.0,0.0052743517,0.5956212282180786,0.0007232482748804614,296.78,0.09961112
153,33,156672,4627,-0.02571803890168667,0.2,608,-1.7669387012720108,-0.004698561388067901,0.0003,0.07568359375,0.00970554,0.9144247174263,7.360971949310624e-05,294.48,0.10700001
154,34,157696,4631,-0.01933874934911728,0.2,612,-1.7422922104597092,-0.0007402287737932056,0.0003,0.0,0.003903985,0.3199782371520996,0.003364201729709748,291.52,0.11622223000000002
155,34,158720,4636,-0.019072290509939194,0.2,616,-1.7076598033308983,-0.0008246822544606403,0.0003,0.0,0.0009811234,0.4609321355819702,0.004690983645559754,289.62,0.12350001000000001
156,34,159744,4640,-0.0224667526781559,0.2,620,-1.6906152591109276,-0.0010910388955380768,0.0003,0.0,0.0012885912,0.6988052725791931,0.0018551447647041641,289.62,0.12350001000000001
157,34,160768,4643,-0.029302729293704033,0.2,624,-1.6711322218179703,-0.002189080318203196,0.0003,0.001220703125,0.0023196598,0.8240939974784851,0.00023107084143703105,290.57,0.11886112
158,34,161792,4647,-0.020191559568047523,0.2,628,-1.629620335996151,-0.0006067592184990644,0.0003,0.0,0.0012292976,0.7874787449836731,0.0002755227023953921,290.0,0.12044445999999999
159,35,162816,4651,-0.018217388540506363,0.2,632,-1.6531570628285408,-0.0027926008333452046,0.0003,0.0,0.0047246246,0.7077212929725647,0.0013654996218974702,290.83,0.1171389
160,35,163840,4655,-0.020626850426197052,0.2,636,-1.6241678521037102,-0.0025665413995739073,0.0003,0.010986328125,0.005394617,0.8691716194152832,0.00017395338181813713,292.97,0.11119445
161,35,164864,4660,-0.020961811766028404,0.2,640,-1.6196803897619247,-0.0035206665052101016,0.0003,0.04345703125,0.0057845525,0.7135850191116333,0.0002558159594627796,288.32,0.12511111
162,35,165888,4664,-0.017682485282421112,0.2,644,-1.618304692208767,-0.003630251536378637,0.0003,0.006591796875,0.0061729676,0.23400938510894775,0.0074435852584429085,288.32,0.12511111
163,35,166912,4668,-0.015149359591305256,0.2,648,-1.61043830960989,-0.00041941768722608685,0.0003,0.0,0.0009977357,0.8075802326202393,0.00018421703680360224,288.32,0.12511111
164,35,167936,4672,-0.02753601223230362,0.2,652,-1.6028571501374245,-0.0025491791893728077,0.0003,0.0,0.0018131989,0.8076414465904236,0.0001393343513882428,289.75,0.11913889
165,36,168960,4677,-0.029308831319212914,0.2,656,-1.6257894858717918,-0.0022159967411425896,0.0003,0.0048828125,0.005466987,0.8228832483291626,0.0002856257651728811,291.57,0.11308333000000001
166,36,169984,4681,-0.0230709258466959,0.2,660,-1.664198748767376,-0.0001716979022603482,0.0003,0.0,0.00071109366,0.843153715133667,0.00023371147381112678,289.26,0.12050000000000001
167,36,171008,4684,-0.028512369841337204,0.2,664,-1.6233307123184204,-0.0015934226685203612,0.0003,0.0,0.0021060302,0.5400015711784363,0.002876765727705788,286.31,0.12969444000000002
168,36,172032,4688,-0.01929360255599022,0.2,668,-1.6408803090453148,-0.0007027024403214455,0.0003,0.0,0.0012028236,0.47738778591156006,0.004535509360721335,285.38,0.13227777
169,36,173056,4692,-0.014520134776830673,0.2,672,-1.6339949145913124,-0.000140281772473827,0.0003,0.0,0.0012009055,0.49809694290161133,0.0031396142876474187,290.98,0.11372222000000001
170,37,174080,4695,-0.022288773208856583,0.2,676,-1.6191969141364098,-0.0013202011468820274,0.0003,0.0,0.0010087518,0.7669237852096558,0.0003837468502752017,288.15,0.12258333
171,37,175104,4699,-0.01948547177016735,0.2,680,-1.6038100868463516,-0.0019154099209117703,0.0003,0.0,0.0022685416,0.4532584547996521,0.0026807361500686966,291.0,0.11366666
172,37,176128,4703,-0.020804889500141144,0.2,684,-1.6026261448860168,-0.00018317819922231138,0.0003,0.0,0.0006195948,0.5867556929588318,0.0019125645267195068,287.9,0.12427778000000002
173,37,177152,4706,-0.016863103955984116,0.2,688,-1.6248705238103867,-0.0002837888023350388,0.0003,0.0,0.00077528105,0.7529644966125488,0.0016324996504408773,289.02,0.12116667000000002
174,37,178176,4709,-0.017620867118239403,0.2,692,-1.6414977237582207,-0.001975028950255364,0.0003,0.0,0.0024364344,0.6596564054489136,0.00042719729390228167,289.49,0.11886110999999999
175,38,179200,4713,-0.007628792431205511,0.2,696,-1.5635542795062065,-0.0008313503058161587,0.0003,0.0,0.0035206547,0.7085672616958618,0.0009322044734290102,284.82,0.13383333
176,38,180224,4716,-0.017685769125819206,0.2,700,-1.525044396519661,-0.001999872154556215,0.0003,0.0,0.0014985236,0.5905760526657104,0.004060440667672083,282.26,0.14294444
177,38,181248,4720,-0.012775878421962261,0.2,704,-1.4613820910453796,-0.0038460865325760096,0.0003,0.01220703125,0.009773074,0.8110126852989197,0.0014570292478310876,282.26,0.14294444000000003
178,38,182272,4724,-0.016218431293964386,0.2,708,-1.3437174260616302,-0.0011228352232137695,0.0003,0.0,0.0013558452,0.788988471031189,0.00028436979118851013,281.46,0.14516666
179,38,183296,4727,-0.027452198788523674,0.2,712,-1.3765793666243553,-0.0033678808831609786,0.0003,0.0107421875,0.0065445974,0.619300365447998,0.0009550265494908672,281.81,0.14219444
180,38,184320,4731,-0.013268140144646168,0.2,716,-1.4841578006744385,-7.730451761744916e-05,0.0003,0.0,0.001171923,0.8360669612884521,0.00030777322172070853,281.18,0.14394443999999998
181,39,185344,4735,-0.01477675512433052,0.2,720,-1.44414222240448,-0.0010713651427067816,0.0003,0.0,0.0017790154,0.5876016020774841,0.00358967823558487,280.27,0.14747222
182,39,186368,4738,-0.018330911174416542,0.2,724,-1.4451900199055672,-0.0005469174939207733,0.0003,0.0,0.0010035599,0.8455371856689453,0.0005909311448704102,281.93,0.14186111
183,39,187392,4742,-0.024375200271606445,0.2,728,-1.5023432075977325,-0.0015389853797387332,0.0003,0.0146484375,0.005056831,0.8930411338806152,0.0002395361234448501,287.1,0.1245
184,39,188416,4745,-0.01573110930621624,0.2,732,-1.5478335693478584,-0.0015351236215792596,0.0003,0.013427734375,0.0038106893,0.8562017679214478,0.00027030368346459,285.84,0.128
185,39,189440,4748,-0.018533140420913696,0.2,736,-1.6060873866081238,-0.0012985165521968156,0.0003,0.0,0.0005592306,0.7287552356719971,0.0013282902182254475,283.07,0.13769445
186,40,190464,4751,-0.029360618442296982,0.2,740,-1.6414772272109985,-0.002196036570239812,0.0003,0.017822265625,0.0065730205,0.273006796836853,0.0027774738118750975,283.56,0.13633334
187,40,191488,4754,-0.011579892598092556,0.2,744,-1.727135069668293,-0.00015007710317149758,0.0003,0.0,0.0040853396,0.25886642932891846,0.0014013295385666424,283.56,0.13633334000000003
188,40,192512,4757,-0.020027659833431244,0.2,748,-1.7409823536872864,-0.0007824253116268665,0.0003,0.0,0.0005227429,0.7595608830451965,0.00032068140717456117,280.74,0.14416668
189,40,193536,4760,-0.01856503263115883,0.2,752,-1.7738977521657944,-0.0011251660325797275,0.0003,0.0,0.00097636157,0.43146705627441406,0.0040401175792794675,285.46,0.13005557
190,40,194560,4764,-0.02117803506553173,0.2,756,-1.7587654739618301,-0.002595746234874241,0.0003,0.0,0.0048501613,0.7931143641471863,0.00024223878335760674,285.46,0.13005557
191,41,195584,4767,-0.0319514125585556,0.2,760,-1.6804450899362564,-0.00164954480715096,0.0003,0.001220703125,0.005589587,0.8739904165267944,0.00040238564361061435,284.7,0.13316668
192,41,196608,4770,-0.02330189198255539,0.2,764,-1.5570394918322563,-0.001685437047854066,0.0003,0.0,0.0010092574,0.8512292504310608,0.0005593998121184995,281.04,0.14633335
193,41,197632,4773,-0.01140990387648344,0.2,768,-1.5738056525588036,-0.0002812058446579613,0.0003,0.0,0.0010925818,0.7806884050369263,0.00197391077017528,278.28,0.15500001000000002
194,41,198656,4776,-0.022104276344180107,0.2,772,-1.5351844653487206,-0.0054806545085739344,0.0003,0.033935546875,0.011410759,0.4071926474571228,0.005370875966036692,278.28,0.15500001000000002
195,41,199680,4780,-0.027077293023467064,0.2,776,-1.4187440425157547,-0.005012802925193682,0.0003,0.07470703125,0.011119749,0.9464573860168457,0.0003172917258780217,278.39,0.15569446
196,41,200704,4783,-0.014246713370084763,0.2,780,-1.3836849331855774,-0.00028119598573539406,0.0003,0.0,0.00030774897,0.7106525897979736,0.0028700707480311394,278.39,0.15569446
197,42,201728,4786,-0.015181316994130611,0.2,784,-1.3994174599647522,-0.001122357149142772,0.0003,0.002197265625,0.0024357773,0.7860855460166931,0.0004929948036078713,281.22,0.14683335
198,42,202752,4789,-0.013823258690536022,0.2,788,-1.4604585617780685,-0.0005435201892396435,0.0003,0.0,0.0016367859,0.8523144721984863,0.00021597312843368854,282.6,0.14200002
199,42,203776,4791,-0.009072046726942062,0.2,792,-1.442806527018547,-0.0018045811593765393,0.0003,0.0107421875,0.0039533502,0.9148762822151184,0.0003915137531294022,281.52,0.14500002
200,42,204800,4794,-0.014516165480017662,0.2,796,-1.5305734798312187,-0.00013591948663815856,0.0003,0.0,0.0002195983,0.8791625499725342,0.0006014235568727599,282.17,0.14219446000000002
201,42,205824,4797,-0.020495733246207237,0.2,800,-1.5454158261418343,-0.001405052316840738,0.0003,0.0,0.0013009801,0.2724003195762634,0.0022529116831719875,281.2,0.1448889
202,43,206848,4800,-0.015597502700984478,0.2,804,-1.521721564233303,6.65725237922743e-05,0.0003,0.0,0.00023842993,0.6038076877593994,0.0017280501997447573,282.07,0.14247224
203,43,207872,4803,-0.034094907343387604,0.2,808,-1.5696988999843597,-0.005708491371478885,0.0003,0.10302734375,0.012435149,0.8742467761039734,0.0004924644072161755,282.96,0.14000002
204,43,208896,4806,-0.01064926479011774,0.2,812,-1.49797685444355,-0.0033682684297673404,0.0003,0.101806640625,0.012803832,0.6192094087600708,0.0016238630159932654,284.42,0.13594446
205,43,209920,4808,-0.021534742787480354,0.2,816,-1.450572483241558,-0.0040917713195085526,0.0003,0.026611328125,0.011130198,0.8459131717681885,0.000395178989492706,283.88,0.13744446
206,43,210944,4811,-0.012735491618514061,0.2,820,-1.2509334310889244,-0.0002031375333899632,0.0003,0.0,0.0011611709,0.3331783413887024,0.0021856268795090728,283.88,0.13744446
207,44,211968,4814,-0.015066578052937984,0.2,824,-1.238923504948616,-0.0017920180544024333,0.0003,0.000244140625,0.001745745,0.7321933507919312,0.00031015694275993155,281.13,0.14608335000000003
208,44,212992,4817,-0.00427743885666132,0.2,828,-1.3392979130148888,-0.0009257529745809734,0.0003,0.02294921875,0.006241384,0.6522216796875,0.002691219349799212,284.06,0.13694446000000002
209,44,214016,4820,-0.01310201920568943,0.2,832,-1.4494934529066086,-0.002376886870479211,0.0003,0.00732421875,0.004476502,0.919654905796051,0.00030954575004216167,284.9,0.13461112
210,44,215040,4823,-0.009226311929523945,0.2,836,-1.4204190894961357,-0.003606356563977897,0.0003,0.02734375,0.011807173,0.8574360013008118,0.0003481555277176085,284.9,0.13461112
211,44,216064,4826,-0.016586458310484886,0.2,840,-1.319655179977417,-0.0009621371864341199,0.0003,0.01806640625,0.004801941,0.9581267833709717,0.0001449770938961592,280.5,0.14883334
212,44,217088,4829,-0.015441469848155975,0.2,844,-1.3968007490038872,-0.00120906054507941,0.0003,0.0,0.0020590194,0.7892194986343384,0.0024816613367875107,282.17,0.14319445
213,45,218112,4831,-0.01657641865313053,0.2,848,-1.3007000088691711,-0.0009037897398229688,0.0003,0.0,0.00060665805,0.9068841934204102,0.00024756059792707674,281.73,0.14341666
214,45,219136,4834,-0.011698300018906593,0.2,852,-1.3929688557982445,-0.0025833412364590913,0.0003,0.02197265625,0.0067477124,0.6298301219940186,0.0035400626074988395,280.98,0.14649999
215,45,220160,4837,-0.023650305345654488,0.2,856,-1.4341233521699905,-0.0020613701635738835,0.0003,0.005859375,0.0040895278,0.8437182307243347,0.0005465130852826405,279.91,0.15047221
216,45,221184,4839,-0.008716575801372528,0.2,860,-1.4396002069115639,-0.0013529588468372822,0.0003,0.01220703125,0.0065169055,0.8153113126754761,0.0008868394470482599,280.07,0.15002776
217,45,222208,4842,-0.02391350455582142,0.2,864,-1.4982139244675636,-0.0039056996756698936,0.0003,0.0146484375,0.0072731827,0.34686988592147827,0.002922613130067475,280.07,0.15002776
218,46,223232,4844,-0.019916871562600136,0.2,868,-1.4317576438188553,-0.0025807199854170904,0.0003,0.001953125,0.004791264,0.7972431778907776,0.00018827967778634047,277.78,0.15638887
219,46,224256,4847,-0.01600903645157814,0.2,872,-1.3341193124651909,-0.0019129214342683554,0.0003,0.0,0.002233699,0.40702128410339355,0.004475109308259562,277.22,0.15694442000000003
220,46,225280,4850,-0.010062097571790218,0.2,876,-1.3389137238264084,-0.001450258947443217,0.0003,0.02001953125,0.006019673,0.648229718208313,0.003041781412321143,274.0,0.16688887000000002
221,46,226304,4852,-0.022745897993445396,0.2,880,-1.3833608403801918,-0.0014069535245653242,0.0003,0.02099609375,0.005873073,0.45673203468322754,0.004092839400982484,275.07,0.16391663999999997
222,46,227328,4855,-0.02743641473352909,0.2,884,-1.5008182227611542,-0.0024563201586715877,0.0003,0.030029296875,0.008191607,0.4960007071495056,0.004808035038877279,276.93,0.15874997999999998
223,47,228352,4857,-0.01391606591641903,0.2,888,-1.496593914926052,-0.0008849793230183423,0.0003,0.0,0.00049327157,0.8132507801055908,0.000752747770093265,273.11,0.17236109000000002
224,47,229376,4860,-0.02314259111881256,0.2,892,-1.5774814262986183,-0.0013187193253543228,0.0003,0.021484375,0.006136187,0.756492018699646,0.0023407058106386103,272.0,0.17644442
225,47,230400,4862,-0.013605338521301746,0.2,896,-1.5681264623999596,-0.002613951000967063,0.0003,0.028564453125,0.0061692162,0.37640130519866943,0.0012653510057134554,270.76,0.18088885999999998
226,47,231424,4864,-0.01743929646909237,0.2,900,-1.4805234745144844,-0.0016503689403180033,0.0003,0.026123046875,0.0071482523,0.6721141934394836,0.0008929550549510168,273.68,0.17077774999999998
227,47,232448,4867,-0.025606155395507812,0.2,904,-1.5083785951137543,-0.0009185285161947832,0.0003,0.0,0.005069072,0.9597882032394409,0.0003620781972131226,272.96,0.17377775
228,47,233472,4869,-0.014488755725324154,0.2,908,-1.5922130644321442,-0.0019078386394539848,0.0003,0.005126953125,0.005304035,0.8752532005310059,0.001357248274871381,270.85,0.18063886
229,48,234496,4871,-0.02358994632959366,0.2,912,-1.7032557278871536,-0.0014315289736259729,0.0003,0.03564453125,0.009924863,0.7525806427001953,0.002768598140391987,269.67,0.18391664000000002
230,48,235520,4873,-0.022918373346328735,0.2,916,-1.6853830069303513,-0.004694216273492202,0.0003,0.176025390625,0.012222251,0.6685754060745239,0.003206865003448911,267.61,0.18963887
231,48,236544,4875,-0.020469168201088905,0.2,920,-1.7068935334682465,-0.0017642073216848075,0.0003,0.0,0.00154648,0.5507986545562744,0.003981802219641395,267.5,0.19094442999999997
232,48,237568,4877,-0.02655259519815445,0.2,924,-1.7349248826503754,-0.0030144283082336187,0.0003,0.002197265625,0.0016565057,0.707722008228302,0.0005142603458807571,268.29,0.18974999
233,48,238592,4880,-0.024709105491638184,0.2,928,-1.7849807515740395,-0.0018318408110644668,0.0003,0.02978515625,0.004562818,0.768783450126648,0.0009422506082046311,266.88,0.19466666
234,49,239616,4882,-0.02049003727734089,0.2,932,-1.8119969591498375,-0.0017954323848243803,0.0003,0.04052734375,0.0091027105,0.8184060454368591,0.0008278089826490032,264.07,0.20447222
235,49,240640,4884,-0.023411057889461517,0.2,936,-1.7703004479408264,-0.0039029543986544013,0.0003,0.111083984375,0.004475278,0.5324535369873047,0.003944756164855789,263.32,0.20655556
236,49,241664,4886,-0.021383672952651978,0.2,940,-1.8182374089956284,-0.003951275517465547,0.0003,0.0185546875,0.005763836,0.8312621712684631,0.000789507212175522,259.79,0.21836111000000002
237,49,242688,4888,-0.03708312287926674,0.2,944,-1.7386688739061356,-0.00869066154700704,0.0003,0.156005859375,0.015058851,0.5973360538482666,0.00230010775703704,263.83,0.20613889
238,49,243712,4890,-0.018924301490187645,0.2,948,-1.7265307009220123,0.0004439027688931674,0.0003,0.02392578125,0.0021666086,0.7450805902481079,0.00032784407630970236,263.83,0.20613888999999996
239,50,244736,4892,-0.022077908739447594,0.2,952,-1.7378664091229439,-0.000899393722647801,0.0003,0.0,0.001818499,0.8503661155700684,0.00036145960257272236,268.25,0.19286111000000003
240,50,245760,4894,-0.020551735535264015,0.2,956,-1.6511362791061401,-0.005469576906762086,0.0003,0.0673828125,0.011071341,0.8786168098449707,0.0005801165989396395,265.69,0.20097222000000003
241,50,246784,4896,-0.023357555270195007,0.2,960,-1.6222997680306435,-0.002365070133237168,0.0003,0.028564453125,0.0035420933,0.878259003162384,0.0013497814106813166,266.76,0.19699999999999998
242,50,247808,4898,-0.0194806307554245,0.2,964,-1.6467999070882797,-0.0013882999191991985,0.0003,0.0,0.0027881637,0.7181886434555054,0.0004955402982886881,265.49,0.20052778000000004
243,50,248832,4900,-0.015188248828053474,0.2,968,-1.5584712848067284,-0.0023340759216807783,0.0003,0.00634765625,0.00627554,0.8184892535209656,0.0005318793319020187,262.21,0.21263888
244,50,249856,4902,-0.026802271604537964,0.2,972,-1.4578887522220612,-0.0029002375376876444,0.0003,0.0048828125,0.0056174872,0.7679430246353149,0.002266457198857097,262.21,0.21263888
245,51,250880,4904,-0.01275806687772274,0.2,976,-1.3739105761051178,-0.003976740350481123,0.0003,0.04541015625,0.008940317,0.8598175644874573,0.0002761953237495618,264.25,0.20697222
246,51,251904,4906,-0.01785455085337162,0.2,980,-1.4779650121927261,-0.000858395520481281,0.0003,0.037841796875,0.0033851285,0.7245136499404907,0.00039248998791663325,266.08,0.20088888999999996
247,51,252928,4907,-0.015429601073265076,0.2,984,-1.3423031643033028,-0.0022798278951086104,0.0003,0.00048828125,0.0023138088,0.6403833627700806,0.004034244062495418,268.26,0.19383333999999997
248,51,253952,4909,-0.012266196310520172,0.2,988,-1.2957330495119095,-0.0007579868397442624,0.0003,0.0,0.0018484533,0.32344454526901245,0.0018249985841976013,271.86,0.18183334
249,51,254976,4912,-0.016826527193188667,0.2,992,-1.298473097383976,-0.0029564432334154844,0.0003,0.02197265625,0.0037174178,0.8500211238861084,0.00017714489877107553,271.18,0.18272222
250,52,256000,4914,-0.016267649829387665,0.2,996,-1.3132254853844643,-0.0009211911528836936,0.0003,0.015380859375,0.0074585187,0.676660418510437,0.001727762930386234,274.31,0.17202778000000002
251,52,257024,4916,-0.014565574005246162,0.2,1000,-1.3789566606283188,-0.0010493087756913155,0.0003,0.0,0.0005159281,0.8176870346069336,0.0002451316750011756,273.3,0.17483334000000003
252,52,258048,4918,-0.00046982121421024203,0.2,1004,-1.4277148470282555,0.000580194900976494,0.0003,0.031005859375,0.0073285187,0.7244424819946289,0.0019115908798994496,271.89,0.17975001
253,52,259072,4920,-0.01424324233084917,0.2,1008,-1.477583833038807,-0.003395798208657652,0.0003,0.0849609375,0.015292378,0.6071813106536865,0.0017037110155797563,272.98,0.17672222999999998
254,52,260096,4922,-0.026383625343441963,0.2,1012,-1.4748684614896774,-0.0020652727398555726,0.0003,0.07666015625,0.0090450235,0.7457423210144043,0.0009634914349589963,275.0,0.17011112
255,53,261120,4924,-0.014955212362110615,0.2,1016,-1.4881117269396782,-0.0012651211873162538,0.0003,0.009033203125,0.007179003,0.5286667346954346,0.0027525896875886247,275.0,0.17011112
256,55,262144,4755,-0.0378713458776474,0.2,1020,-1.5864074006676674,-0.0037890531530138105,0.0003,0.088623046875,0.011406513,0.8466249108314514,0.000815324663562933,274.94,0.17127778
257,55,263168,4757,-0.02436772920191288,0.2,1024,-1.6652517318725586,-0.001327658050286118,0.0003,0.0,0.0011955893,0.9215801954269409,0.00031118419974518474,273.26,0.17494444
258,55,264192,4760,-0.0069575123488903046,0.2,1028,-1.6531322300434113,-0.0014816861075814813,0.0003,0.0,0.0015615758,0.4815444350242615,0.009633807290811092,272.47,0.17813888000000003
259,55,265216,4762,-0.022101353853940964,0.2,1032,-1.6566218212246895,-0.0019555785111151636,0.0003,0.0,0.0011528488,0.7258468866348267,0.0011833525531983469,272.08,0.17822221
260,55,266240,4764,-0.01066321600228548,0.2,1036,-1.6135228946805,-0.0020142712601227686,0.0003,0.027587890625,0.009845014,0.6845508813858032,0.0026303739941795357,273.02,0.17661109999999997
261,56,267264,4767,-0.021312285214662552,0.2,1040,-1.5669168680906296,-0.001488203852204606,0.0003,0.0,0.0012126227,0.6109967231750488,0.0011533047945704311,271.87,0.18080554
262,56,268288,4769,-0.014125053770840168,0.2,1044,-1.6255904510617256,-0.0016478464531246573,0.0003,0.032958984375,0.007528639,0.5586389303207397,0.0012100191597710364,276.22,0.16572220999999998
263,56,269312,4772,-0.019335435703396797,0.2,1048,-1.5935331508517265,-0.0019284543232060969,0.0003,0.014404296875,0.005189553,0.4441438913345337,0.0003942060429835692,276.22,0.16572220999999998
264,56,270336,4774,-0.019932154566049576,0.2,1052,-1.6511397659778595,-0.002837267587892711,0.0003,0.01025390625,0.005941593,-0.05943024158477783,0.00017699629552225815,274.68,0.17199999000000002
265,56,271360,4777,-0.02153448946774006,0.2,1056,-1.6161388233304024,-0.0009281117090722546,0.0003,0.016845703125,0.004666959,0.4102841019630432,0.0010608653792587575,269.82,0.18749998999999998
266,56,272384,4779,-0.014505051076412201,0.2,1060,-1.5398889929056168,-0.005191448202822357,0.0003,0.21533203125,0.02266952,0.6776413917541504,0.003131305711576715,270.15,0.18658333000000002
267,57,273408,4782,-0.015135484747588634,0.2,1064,-1.5567285642027855,0.00014333141734823585,0.0003,0.0,0.001019757,0.8747116923332214,0.0004889707342954352,270.26,0.18627776999999998
268,57,274432,4784,-0.013882942497730255,0.2,1068,-1.435423493385315,-0.004770015191752464,0.0003,0.0380859375,0.011314062,0.7730063796043396,0.0009773502497409936,266.13,0.19974999000000004
269,57,275456,4787,-0.013663968071341515,0.2,1072,-1.3767220005393028,6.138441676739603e-05,0.0003,0.0,0.0012886182,0.5276412963867188,0.007018326039542444,264.81,0.20241667
270,57,276480,4789,-0.012647750787436962,0.2,1076,-1.3434706330299377,-0.00544337576138787,0.0003,0.0654296875,0.011191007,0.6457436084747314,0.004383011655590963,262.57,0.20963889000000002
271,57,277504,4792,-0.01685158722102642,0.2,1080,-1.4341110289096832,-0.0006859007989987731,0.0003,0.0087890625,0.0022820188,0.5422700643539429,0.0026905177073786035,259.46,0.22027777000000004
272,58,278528,4794,-0.012832969427108765,0.2,1084,-1.4788993522524834,-0.0009036752162501216,0.0003,0.00341796875,0.004898512,0.6805376410484314,0.0020917467918479815,264.81,0.20341666
273,58,279552,4797,-0.025344446301460266,0.2,1088,-1.4945374578237534,-0.0037277059018379077,0.0003,0.017578125,0.005758524,0.9071694016456604,0.00042500927247601794,261.5,0.21361109999999997
274,58,280576,4799,-0.01756700500845909,0.2,1092,-1.3186613246798515,-0.003397699154447764,0.0003,0.117919921875,0.017660707,0.7057298421859741,0.0033624993375269696,259.2,0.221
275,58,281600,4801,-0.012496467679738998,0.2,1096,-1.3444183841347694,-0.0016745432221796364,0.0003,0.037353515625,0.0024357906,0.5332382917404175,0.004439382493728772,259.2,0.221
276,58,282624,4804,-0.015504336915910244,0.2,1100,-1.2220029532909393,-0.004777303809532896,0.0003,0.06201171875,0.009920688,0.8355439305305481,0.0008313536218338413,259.2,0.221
277,59,283648,4806,-0.019249115139245987,0.2,1104,-1.2360600158572197,-0.001678615517448634,0.0003,0.032470703125,0.00128697,0.8789000511169434,0.00043903297955694143,261.52,0.21255556000000003
278,59,284672,4809,-0.015721678733825684,0.2,1108,-1.2129126861691475,-0.0022599930671276525,0.0003,0.02099609375,0.00476283,0.8183313012123108,0.0013151255225238856,257.68,0.22522223
279,59,285696,4811,-0.01389935240149498,0.2,1112,-1.283044159412384,-0.0011781288194470108,0.0003,0.00146484375,0.0018819119,0.5116406083106995,0.0026342247510910966,258.13,0.22397223
280,59,286720,4813,-0.014740400947630405,0.2,1116,-1.1454853042960167,-0.0009621312929084525,0.0003,0.000244140625,0.0007057166,0.6324756145477295,0.00202919854564243,253.81,0.23797222999999998
281,59,287744,4816,-0.010607194155454636,0.2,1120,-1.1692380160093307,-0.0007949925493448973,0.0003,0.006103515625,0.0016898055,0.7664772272109985,0.002765027675195597,254.61,0.23475000999999998
282,59,288768,4818,-0.019697697833180428,0.2,1124,-1.10076155513525,-0.0037067180091980845,0.0003,0.074462890625,0.0054632155,0.93471360206604,0.0006747576699126512,255.25,0.23297223
283,60,289792,4820,-0.014259553514420986,0.2,1128,-1.2630065083503723,-0.0006409483612515032,0.0003,0.005859375,0.0028558788,0.8900394439697266,0.0017505269934190437,260.21,0.21719444999999996
284,60,290816,4822,-0.017870476469397545,0.2,1132,-1.2660122588276863,-0.0011239484301768243,0.0003,0.0,0.0024000038,0.9254946112632751,0.0005043125929660164,257.22,0.22750001
285,60,291840,4825,-0.017202172428369522,0.2,1136,-1.335334062576294,-0.004597364517394453,0.0003,0.117431640625,0.0038850894,0.887870192527771,0.0020434627949725837,259.16,0.22111112000000002
286,60,292864,4826,-0.0225046519190073,0.2,1140,-1.4585360065102577,-0.003365288663189858,0.0003,0.015380859375,0.004731595,0.9425989985466003,0.0004717167521448573,260.19,0.21725001
287,60,293888,4829,-0.019757896661758423,0.2,1144,-1.4532843306660652,-0.0009520127205178142,0.0003,0.03125,0.007727622,0.9410811066627502,0.0002766562984106713,261.81,0.21075001000000002
288,61,294912,4831,-0.01875273697078228,0.2,1148,-1.3628795146942139,-0.0008754695008974522,0.0003,0.0,0.0007114996,0.9442833662033081,0.00019770086646531126,259.76,0.21744444999999998
