rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/loss,train/entropy_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/value_loss,train/learning_rate
13.12,0.8819199999999998,27,4586,122,124928,0.09650903940200806,-0.0038029197603464127,-0.5099183153361082,0.0028380556,0.2,0.056884765625,484,-0.0025882502523018047,0.01517151773441583,0.0003
14.62,0.8684199999999999,27,4597,123,125952,0.03466188907623291,-0.008573838509619236,-0.5531650334596634,0.0036817703,0.2,0.056640625,488,-0.003829352106549777,0.009324505226686597,0.0003
13.93,0.8746299999999999,27,4609,124,126976,0.02272653579711914,-0.007163207046687603,-0.526717945933342,0.004384171,0.2,0.016845703125,492,-0.001427479786798358,0.01068237703293562,0.0003
14.14,0.8727400000000002,27,4619,125,128000,0.08502703905105591,-0.008191070519387722,-0.5321082659065723,0.0022293138,0.2,0.04248046875,496,-0.002955667703645304,0.010127775196451694,0.0003
15.47,0.86077,27,4630,126,129024,-0.04875361919403076,-0.0014438494108617306,-0.5572566390037537,0.0003580448,0.2,0.0,500,-0.0006590898701688275,0.011827717069536448,0.0003
13.97,0.8742699999999998,28,4641,127,130048,0.13754600286483765,0.0031956490129232407,-0.5517834983766079,0.0035113678,0.2,0.00830078125,504,-0.0012526015634648502,0.01079154887702316,0.0003
14.18,0.87138,28,4566,128,131072,-0.0010176897048950195,-0.005012071691453457,-0.55263976380229,0.0077566803,0.2,0.03955078125,508,-0.0022728154144715518,0.010371598415076733,0.0003
15.66,0.8580599999999998,28,4576,129,132096,0.10125553607940674,-0.0012961034663021564,-0.5568595267832279,0.0014181817,0.2,0.027587890625,512,-0.0016268885519821197,0.010828513244632632,0.0003
12.86,0.8842599999999997,29,4586,130,133120,0.08234751224517822,-0.004422856029123068,-0.5289760492742062,0.0024239067,0.2,0.00439453125,516,-0.0006089766102377325,0.009055838745553046,0.0003
12.6,0.8865999999999999,29,4596,131,134144,0.08436775207519531,0.0011002710089087486,-0.5310540124773979,0.002381322,0.2,0.004638671875,520,-0.00046884696348570287,0.009590400150045753,0.0003
13.05,0.88255,29,4606,132,135168,0.07673722505569458,-0.002918363083153963,-0.5378796122968197,0.005898443,0.2,0.031494140625,524,-0.001061929331626743,0.007657466427190229,0.0003
14.08,0.8732799999999998,29,4615,133,136192,0.0018609166145324707,7.774215191602707e-06,-0.5595153048634529,0.001388954,0.2,0.0341796875,528,-0.0003247002750867978,0.00911231862846762,0.0003
15.59,0.85969,29,4624,134,137216,0.06079447269439697,-0.0036922041326761246,-0.5694199688732624,0.000472587,0.2,0.0,532,-0.0014034721534699202,0.008918736246414483,0.0003
14.3,0.8713000000000001,29,4634,135,138240,0.02525019645690918,-0.0011982214637100697,-0.569465197622776,0.0028497875,0.2,0.0126953125,536,-0.0016969057323876768,0.009508173039648682,0.0003
14.91,0.8658099999999999,30,4563,136,139264,0.12942129373550415,-0.0053988369181752205,-0.5852804817259312,0.004176971,0.2,0.03564453125,540,-0.0015758041408844292,0.010102453583385795,0.0003
15.06,0.8644599999999998,30,4573,137,140288,0.16608721017837524,-0.0015088110230863094,-0.6029486805200577,0.004996556,0.2,0.030029296875,544,-0.0022589487489312887,0.010897410451434553,0.0003
13.59,0.8776899999999999,30,4582,138,141312,0.08714461326599121,-0.012239091098308563,-0.576172161847353,0.0035903556,0.2,0.0732421875,548,-0.004617978556780145,0.013393481960520148,0.0003
12.28,0.8894799999999999,30,4591,139,142336,0.03604775667190552,-0.00579594261944294,-0.553413949906826,0.006997858,0.2,0.032958984375,552,-0.0019791450613411143,0.01435372675769031,0.0003
13.23,0.8809299999999999,31,4600,140,143360,0.1750165820121765,-0.00719545828178525,-0.5464141108095646,0.0011330128,0.2,0.00537109375,556,-0.0008197458228096366,0.007829102309187874,0.0003
11.37,0.8976699999999999,31,4609,141,144384,0.04772120714187622,0.004232856445014477,-0.5567543879151344,0.0033331665,0.2,0.007568359375,560,-0.0006470002990681678,0.012740258418489248,0.0003
