time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,train/explained_variance,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/loss,train/clip_fraction,train/approx_kl,train/clip_range
147456,34,17.62,4306,144,0.84142,-0.09259700775146484,-0.6689169183373451,0.012681794702075422,-0.005230508017120883,0.0003,572,-0.009999608621001244,0.113037109375,0.007293679,0.2
148480,34,19.18,4315,145,0.82738,0.22563034296035767,-0.6513339579105377,0.010054547456093132,-0.0007913030858617276,0.0003,576,-0.003778761252760887,0.0,0.0016944781,0.2
149504,34,16.89,4324,146,0.84699,0.2572004795074463,-0.5994370132684708,0.008605605631601065,-0.0026319473690818995,0.0003,580,-0.0034463349729776382,0.0498046875,0.007113224,0.2
150528,34,16.11,4333,147,0.8540099999999998,0.20080381631851196,-0.6312016658484936,0.010665092093404382,-0.0013197798398323357,0.0003,584,0.0022354349493980408,0.045654296875,0.005576026,0.2
151552,34,16.45,4342,148,0.8519500000000001,0.1610708236694336,-0.6223258599638939,0.010415431461296976,-0.000871624331921339,0.0003,588,-0.007009432651102543,0.0,0.00042835268,0.2
152576,35,18.16,4351,149,0.83656,0.18862968683242798,-0.6268984042108059,0.014037935063242912,-0.0036352920869830996,0.0003,592,-0.0020703733898699284,0.099609375,0.0069112726,0.2
153600,35,16.42,4360,150,0.8522199999999998,0.1918264627456665,-0.6230367459356785,0.014282787509728223,-0.0010951787990052253,0.0003,596,0.0014814436435699463,0.027099609375,0.0056931125,0.2
154624,35,16.86,4370,151,0.8482600000000001,0.12635326385498047,-0.6084353104233742,0.015073233749717474,-0.0018138037848984823,0.0003,600,-0.0033496180549263954,0.030029296875,0.008590359,0.2
155648,36,17.05,4311,152,0.8465499999999999,0.10948455333709717,-0.5817052498459816,0.011657713213935494,-0.0008130689966492355,0.0003,604,-0.003906880971044302,0.0,0.0005829785,0.2
156672,36,16.0,4320,153,0.856,0.18832427263259888,-0.5822392515838146,0.009815553959924728,-0.002087252418277785,0.0003,608,-0.002185381483286619,0.041259765625,0.0065224227,0.2
157696,36,14.47,4329,154,0.8687699999999999,0.266451358795166,-0.612519383430481,0.00922321414691396,-0.0003212353913113475,0.0003,612,-0.006983589380979538,0.0,0.0015775515,0.2
158720,36,16.81,4338,155,0.8477100000000002,0.2565833330154419,-0.6236182041466236,0.011725767340976745,-0.0030013065843377262,0.0003,616,-0.0022903732024133205,0.059326171875,0.004715124,0.2
159744,36,16.73,4346,156,0.8494299999999998,0.25202298164367676,-0.6098757572472095,0.011300775047857314,-0.000933423223614227,0.0003,620,-0.006572716403752565,0.0,0.001091568,0.2
160768,36,18.58,4355,157,0.83178,0.1852116584777832,-0.6349679566919804,0.011013703013304621,-0.0004718123818747699,0.0003,624,-0.011305971071124077,0.0,0.0027078665,0.2
161792,37,16.36,4364,158,0.8517599999999999,0.20282858610153198,-0.5895335786044598,0.015559214865788817,-0.002760319708613679,0.0003,628,-0.00485835550352931,0.02783203125,0.0040662475,0.2
162816,37,13.75,4372,159,0.8762499999999999,0.15240466594696045,-0.5934737920761108,0.009964977973140776,-0.0009990538528654724,0.0003,632,-0.006047409027814865,0.0,0.0009977615,0.2
163840,37,14.44,4312,160,0.8700399999999999,0.2342376708984375,-0.6028890162706375,0.013494524639099836,-0.003849509492283687,0.0003,636,-0.006130869500339031,0.09130859375,0.006587584,0.2
164864,38,14.42,4320,161,0.8702199999999999,0.04335951805114746,-0.6359321363270283,0.010492864530533552,-0.0018792233022395521,0.0003,640,-0.006577540189027786,0.042724609375,0.009103453,0.2
165888,38,13.94,4328,162,0.8745399999999998,0.2942274212837219,-0.6336325779557228,0.010387683403678238,-0.004133148380788043,0.0003,644,-0.007496373727917671,0.106689453125,0.0030973926,0.2
166912,38,13.53,4336,163,0.87823,0.2991960644721985,-0.6355398297309875,0.0073385482537560165,-0.00307536096079275,0.0003,648,0.00029638921841979027,0.04150390625,0.0037580882,0.2
167936,38,14.6,4344,164,0.8686,0.22385692596435547,-0.6474867649376392,0.010238378134090453,-0.0009526200883556157,0.0003,652,-0.007363010197877884,0.0,0.00072892517,0.2
168960,38,14.19,4353,165,0.8722899999999997,0.2495015263557434,-0.6690333113074303,0.011719211179297417,-0.006787443897337653,0.0003,656,-0.014187518507242203,0.1279296875,0.007482958,0.2
169984,38,13.02,4361,166,0.8828199999999998,0.23847335577011108,-0.656688429415226,0.011800763255450875,-0.003666282049380243,0.0003,660,0.006526201963424683,0.042236328125,0.0073064766,0.2
171008,39,13.04,4369,167,0.8826399999999999,0.233751118183136,-0.646959338337183,0.008611228840891272,-0.00023657380370423198,0.0003,664,-0.005113757681101561,0.0,0.0005902015,0.2
172032,39,14.94,4328,168,0.8655399999999999,0.2199574112892151,-0.6361946873366833,0.008426611922914162,-0.0018741252279141918,0.0003,668,-0.006397149991244078,0.015625,0.003942732,0.2
173056,39,13.09,4336,169,0.88119,0.1877220869064331,-0.6537093296647072,0.013280312297865748,-0.0011602223676163703,0.0003,672,-0.007609329652041197,0.00048828125,0.0017683003,0.2
174080,40,14.52,4344,170,0.8683199999999998,0.1606525182723999,-0.6287604346871376,0.012157774122897536,-0.0025526573735987768,0.0003,676,-0.005773310549557209,0.042236328125,0.0060952595,0.2
175104,40,14.44,4352,171,0.8700399999999999,0.23130393028259277,-0.6322232000529766,0.010443574632517993,-0.0056172002805396914,0.0003,680,-0.0055997539311647415,0.087646484375,0.0027576382,0.2
176128,40,13.95,4360,172,0.8744500000000002,0.22903090715408325,-0.6193803325295448,0.008625834045233205,-0.0023155557282734662,0.0003,684,-0.007145926356315613,0.011962890625,0.004569733,0.2
177152,40,14.78,4368,173,0.8669800000000002,0.32758861780166626,-0.6356270015239716,0.00954626250313595,-0.0019171627063769847,0.0003,688,-0.005500847473740578,0.00732421875,0.0008289084,0.2
178176,40,14.39,4376,174,0.8704899999999999,0.19784271717071533,-0.650925800204277,0.013585628941655159,-0.0011164471507072449,0.0003,692,0.013355317525565624,0.039794921875,0.007587908,0.2
179200,40,12.95,4383,175,0.8834499999999998,0.29933762550354004,-0.651476290076971,0.008419165707891807,-7.27973529137671e-05,0.0003,696,-0.006520917173475027,0.01513671875,0.0005201936,0.2
180224,41,12.33,4342,176,0.8890299999999999,0.17260652780532837,-0.6454410329461098,0.010876522050239146,-0.00030890555353835225,0.0003,700,-0.004470094107091427,0.025634765625,0.0017983548,0.2
181248,41,11.72,4350,177,0.89452,0.2623291015625,-0.6322771310806274,0.0097692163544707,-0.0018018564296653494,0.0003,704,-0.006012662313878536,0.0,0.0007518347,0.2
182272,41,12.14,4357,178,0.89074,0.27640271186828613,-0.6134992130100727,0.012233546702191234,-0.0018922466260846704,0.0003,708,-0.007760000880807638,0.100341796875,0.002385338,0.2
183296,41,10.64,4365,179,0.9042399999999999,0.20141416788101196,-0.6373667009174824,0.009529991017188877,-0.0017170980863738805,0.0003,712,-0.006907602772116661,0.0087890625,0.0008341272,0.2
184320,42,10.95,4372,180,0.90145,0.30899739265441895,-0.6157506592571735,0.007528236339567229,-0.0005024877318646759,0.0003,716,-0.004490086808800697,0.05029296875,0.0050523835,0.2
185344,42,12.58,4379,181,0.88678,0.3598579168319702,-0.6364201568067074,0.006944780645426363,-0.0009169560653390363,0.0003,720,-0.009319597855210304,0.01318359375,0.00041324133,0.2
186368,42,12.05,4386,182,0.8915499999999998,0.355718731880188,-0.6451990567147732,0.008066748268902302,-0.0005843735416419804,0.0003,724,-0.013507532887160778,0.04345703125,0.0054408805,0.2
187392,42,12.52,4393,183,0.8873199999999999,0.35750526189804077,-0.6472074240446091,0.007333772227866575,-0.0011929292959393933,0.0003,728,-0.007683285512030125,0.0,0.00066632323,0.2
188416,43,11.05,4359,184,0.90055,0.23334860801696777,-0.6593673191964626,0.01164698478532955,-0.0029408188493107446,0.0003,732,0.0018200133927166462,0.07421875,0.0055455826,0.2
189440,43,11.72,4366,185,0.8945199999999999,0.33175915479660034,-0.6297563426196575,0.007190240488853306,-0.0013247182941995561,0.0003,736,-0.004558861255645752,0.020263671875,0.00059441704,0.2
190464,43,11.21,4373,186,0.8991099999999999,0.24305933713912964,-0.6392112225294113,0.009067956998478621,-0.0012999723549000919,0.0003,740,-0.007226857356727123,0.00048828125,0.0011509042,0.2
191488,43,10.83,4380,187,0.90253,0.3626372814178467,-0.6270019672811031,0.008760995726333931,-0.005635620327666402,0.0003,744,-0.010178185068070889,0.057861328125,0.0059341695,0.2
192512,43,10.17,4387,188,0.9084699999999999,0.3564554452896118,-0.6202189959585667,0.0062259340775199234,-0.00397101033013314,0.0003,748,-0.005427837371826172,0.060791015625,0.003265826,0.2
193536,44,10.6,4394,189,0.9046,0.39749789237976074,-0.6031131073832512,0.006790137529606,-0.0009775186917977408,0.0003,752,-0.005075250752270222,0.01904296875,0.0015155509,0.2
194560,44,11.63,4400,190,0.89533,0.32043004035949707,-0.6250247210264206,0.00754875093116425,-0.0018388594908174127,0.0003,756,-0.004448771011084318,0.047607421875,0.002625131,0.2
195584,44,11.42,4407,191,0.8972199999999999,0.3581629991531372,-0.6151463761925697,0.007842715596780181,-0.0016710498020984232,0.0003,760,-0.004100259393453598,0.0107421875,0.002072657,0.2
196608,44,9.62,4386,192,0.91342,0.39484715461730957,-0.5975055694580078,0.008173358015483245,-0.0018345173448324203,0.0003,764,-0.009561954066157341,0.051513671875,0.006695016,0.2
197632,44,10.34,4393,193,0.9069399999999997,0.4183412194252014,-0.5799960903823376,0.006625965441344306,-0.0030986333295004442,0.0003,768,-0.007442213594913483,0.026123046875,0.0034618354,0.2
198656,45,10.73,4399,194,0.9034299999999998,0.4201340079307556,-0.6195052154362202,0.008600708097219467,-0.0025950916460715234,0.0003,772,0.0016346704214811325,0.05322265625,0.002824418,0.2
199680,45,9.47,4406,195,0.9147699999999999,0.3340502977371216,-0.6057012602686882,0.009689004044048488,-0.00042138362186960876,0.0003,776,0.000666595995426178,0.042236328125,0.0026042475,0.2
200704,45,9.24,4412,196,0.9168399999999999,0.37431269884109497,-0.6305344067513943,0.006907405680976808,-0.005401566362706944,0.0003,780,-0.012262394651770592,0.082763671875,0.0013027674,0.2
201728,45,11.81,4418,197,0.89371,0.32860904932022095,-0.6165621615946293,0.004925716610159725,-0.003376924723852426,0.0003,784,-0.012473443523049355,0.021240234375,0.002608626,0.2
202752,45,9.86,4425,198,0.9112600000000001,0.3348731994628906,-0.6307635307312012,0.007694566040299833,-0.0010561313829384744,0.0003,788,-0.00014673988334834576,0.043701171875,0.004850556,0.2
203776,45,10.17,4431,199,0.9084699999999999,0.39516592025756836,-0.6183334998786449,0.006378334655892104,-0.004086491011548787,0.0003,792,-0.015379738062620163,0.032470703125,0.0011231985,0.2
204800,46,10.23,4409,200,0.9079299999999999,0.2517284154891968,-0.5980842746794224,0.00890857633203268,-0.0007917082948551979,0.0003,796,0.00340801989659667,0.03759765625,0.0014276345,0.2
205824,46,9.59,4415,201,0.9136899999999999,0.3625057339668274,-0.5723315589129925,0.005901320109842345,-0.0026596890529617667,0.0003,800,-0.00852325651794672,0.04736328125,0.00047561183,0.2
206848,46,10.96,4422,202,0.90136,0.3481232523918152,-0.5516602285206318,0.005883738282136619,-0.0026705991476774216,0.0003,804,-0.005994899198412895,0.072998046875,0.0010713325,0.2
207872,46,9.0,4428,203,0.9189999999999998,0.38817477226257324,-0.5595465525984764,0.007311147084692493,-0.005788667214801535,0.0003,808,-0.0120969507843256,0.099365234375,0.0050839307,0.2
208896,47,9.44,4434,204,0.9150399999999999,0.3470138907432556,-0.5581119246780872,0.007160265231505036,-0.0019063233921770006,0.0003,812,-0.0036640893667936325,0.03173828125,0.0010283338,0.2
209920,47,10.1,4440,205,0.9091,0.36667925119400024,-0.5617618039250374,0.006369782058754936,-0.0008318084001075476,0.0003,816,-0.005350347608327866,0.025146484375,0.0027746647,0.2
210944,47,9.61,4446,206,0.9135099999999998,0.45758891105651855,-0.5821035094559193,0.007064485893351957,-0.001098032618756406,0.0003,820,-0.008433686569333076,0.0009765625,0.0011626149,0.2
211968,47,8.1,4451,207,0.9270999999999999,0.385425865650177,-0.5597961917519569,0.006371517141815275,-0.0016327532357536256,0.0003,824,-0.004206301644444466,0.0556640625,0.0010820325,0.2
212992,48,7.67,4430,208,0.93097,0.44900888204574585,-0.5456457622349262,0.004302735804230906,-0.0032130656763911247,0.0003,828,-0.010934289544820786,0.0361328125,0.0015830781,0.2
214016,48,9.98,4436,209,0.9101799999999999,0.3608180284500122,-0.5194820892065763,0.005146054405486211,-0.002124367281794548,0.0003,832,-0.007981383241713047,0.008056640625,0.0021192234,0.2
215040,48,8.75,4441,210,0.9212499999999999,0.3836081027984619,-0.5520542152225971,0.006854859559098259,-0.0020877025090157986,0.0003,836,-0.011596942320466042,0.09326171875,0.0010392021,0.2
216064,48,9.27,4447,211,0.91657,0.3297109007835388,-0.5179580003023148,0.008503902179654688,-0.001198585843667388,0.0003,840,-0.0031327535398304462,0.019775390625,0.0021316162,0.2
217088,48,10.42,4453,212,0.90622,0.42063188552856445,-0.5383207052946091,0.004970753216184676,-0.003732848970685154,0.0003,844,-0.013795035891234875,0.074951171875,0.0009382805,0.2
218112,48,8.39,4459,213,0.9244899999999998,0.4243050217628479,-0.5239751394838095,0.005363229924114421,0.00036370326415635645,0.0003,848,-0.008437034673988819,0.062744140625,0.004478718,0.2
219136,49,10.0,4464,214,0.91,0.45225250720977783,-0.5136550609022379,0.006668636779068038,0.000741083116736263,0.0003,852,-0.005997957196086645,0.060302734375,0.004142186,0.2
220160,49,10.31,4470,215,0.9072099999999998,0.40190136432647705,-0.5239826794713736,0.009194720070809126,-0.005254735937342048,0.0003,856,-0.008557332679629326,0.0771484375,0.007842826,0.2
221184,49,8.98,4445,216,0.9191799999999999,0.4493594169616699,-0.5229692496359348,0.007207707851193845,-0.0012155836666352116,0.0003,860,-0.004975799471139908,0.003173828125,0.0019019643,0.2
222208,49,8.57,4450,217,0.9228699999999997,0.47198784351348877,-0.5040551982820034,0.00731344724772498,-0.004232335661072284,0.0003,864,-0.008136698976159096,0.068359375,0.005572804,0.2
223232,50,8.78,4456,218,0.92098,0.43842941522598267,-0.496307373046875,0.0053580567764583975,-0.0015389423351734877,0.0003,868,0.0004027851391583681,0.0244140625,0.0043905345,0.2
224256,50,8.42,4461,219,0.9242200000000002,0.433580219745636,-0.5003946404904127,0.0065865043143276125,-0.0013105053512845188,0.0003,872,-0.005372534040361643,0.02001953125,0.0024740195,0.2
225280,50,9.51,4467,220,0.9144099999999998,0.4498273730278015,-0.5172925852239132,0.007128067081794143,-0.0023432245943695307,0.0003,876,-0.004399709403514862,0.041259765625,0.000627675,0.2
226304,50,8.14,4472,221,0.9267399999999998,0.46419692039489746,-0.517771128565073,0.006407049804693088,-0.0012903136666864157,0.0003,880,-0.00025486433878540993,0.010009765625,0.0015351204,0.2
227328,50,7.75,4478,222,0.93025,0.46957987546920776,-0.5296187344938517,0.005080085655208677,-0.0015930847584968433,0.0003,884,-0.0011239848099648952,0.0234375,0.00410011,0.2
228352,50,9.32,4483,223,0.9161199999999999,0.3471590280532837,-0.5474515780806541,0.004767005593748763,-0.005616639100480825,0.0003,888,-0.0030935374088585377,0.06298828125,0.0057323677,0.2
229376,51,8.66,4463,224,0.9220599999999999,0.3565754294395447,-0.5360242389142513,0.004108596302103251,-0.0015636012249160558,0.0003,892,-0.011179240420460701,0.02294921875,0.0051559675,0.2
230400,51,7.79,4468,225,0.9298899999999999,0.39945703744888306,-0.5064556915313005,0.004024422843940556,0.0010319342254661024,0.0003,896,-0.01086569856852293,0.08740234375,0.0052070534,0.2
231424,51,7.99,4474,226,0.92809,0.43237435817718506,-0.48333702608942986,0.004456659284187481,2.1623593056574464e-05,0.0003,900,-0.006324009038507938,0.041015625,0.0026771645,0.2
232448,51,8.79,4479,227,0.92089,0.4908692240715027,-0.4914499893784523,0.005248377230600454,-0.0011168993660248816,0.0003,904,0.0009906822815537453,0.007568359375,0.0014502138,0.2
233472,52,8.29,4484,228,0.9253899999999997,0.33998942375183105,-0.5185050331056118,0.0059948565904051065,-0.0034459963208064437,0.0003,908,-0.003612699219956994,0.035400390625,0.004317195,0.2
234496,52,7.62,4490,229,0.9314199999999999,0.41191673278808594,-0.5427178647369146,0.004995917959604412,-0.0037136878381716087,0.0003,912,-0.01825699210166931,0.021728515625,0.005567128,0.2
235520,52,9.91,4494,230,0.9108099999999999,0.30404961109161377,-0.533609613776207,0.003922218456864357,-0.0025430780660826713,0.0003,916,-0.006049273535609245,0.04052734375,0.0019064314,0.2
236544,52,7.43,4499,231,0.9331299999999999,0.4031462073326111,-0.5589447766542435,0.007664096279768273,-0.0024338380026165396,0.0003,920,-0.007158378139138222,0.05322265625,0.0019609684,0.2
237568,52,7.67,4485,232,0.9309700000000001,0.4306603670120239,-0.517506068572402,0.005140859488165006,-0.002335194636543747,0.0003,924,-0.01537401508539915,0.04296875,0.003237335,0.2
238592,53,9.31,4490,233,0.91621,0.43093425035476685,-0.5438059084117413,0.0029947568400530145,-0.0032090448075905442,0.0003,928,-0.010719427838921547,0.0556640625,0.0017285529,0.2
239616,53,7.08,4495,234,0.9362799999999999,0.45344310998916626,-0.6049795784056187,0.003965282783610746,-0.003127341391518712,0.0003,932,-0.009290141984820366,0.058837890625,0.0021668177,0.2
240640,53,8.03,4500,235,0.9277299999999998,0.4671340584754944,-0.5379915274679661,0.003111952217295766,-0.0013133630563970655,0.0003,936,-0.005451000761240721,0.0048828125,0.0019088848,0.2
241664,53,7.28,4505,236,0.93448,0.4482477903366089,-0.561617910861969,0.003947815785068087,-0.0062406244105659425,0.0003,940,-0.017031289637088776,0.068359375,0.0045429533,0.2
242688,53,7.65,4510,237,0.9311499999999998,0.4863947629928589,-0.579813115298748,0.003115855928626843,-0.00574615309596993,0.0003,944,-0.018097756430506706,0.058837890625,0.003431044,0.2
243712,53,6.55,4515,238,0.9410499999999999,0.41687047481536865,-0.5357826836407185,0.003727942399564199,-0.0026932959735859185,0.0003,948,-0.009834124706685543,0.001953125,0.0011393309,0.2
244736,54,7.58,4520,239,0.9317799999999998,0.3573591113090515,-0.49254387989640236,0.002822659516823478,-0.0037041436589788646,0.0003,952,-0.00976273138076067,0.020751953125,0.001986301,0.2
245760,54,6.46,4509,240,0.9418599999999998,0.4285167455673218,-0.4978463053703308,0.0030083931342232972,-0.0033043711446225643,0.0003,956,-0.003017078386619687,0.042236328125,0.0027640327,0.2
246784,54,6.09,4514,241,0.9451899999999999,0.4529680013656616,-0.47673176042735577,0.0033301758085144684,-0.00544227562204469,0.0003,960,-0.012448162771761417,0.044677734375,0.0067676296,0.2
247808,54,6.16,4518,242,0.9445599999999998,0.38496941328048706,-0.4611619897186756,0.002943645798950456,-0.0032124581339303404,0.0003,964,-0.006556850858032703,0.01513671875,0.0017314141,0.2
248832,55,6.9,4522,243,0.9379000000000001,0.37562698125839233,-0.47274198569357395,0.0032644462189637125,-0.005074759406852536,0.0003,968,-0.014061706140637398,0.02734375,0.005932157,0.2
249856,55,6.38,4527,244,0.94258,0.47263187170028687,-0.43097893707454205,0.0032999929535435513,0.001411974837537855,0.0003,972,-0.007011083886027336,0.066650390625,0.004212952,0.2
250880,55,6.55,4531,245,0.9410499999999999,0.5126241445541382,-0.4859236218035221,0.002910536582930945,-0.0007568454893771559,0.0003,976,-0.01599842868745327,0.08056640625,0.013502114,0.2
251904,55,6.77,4536,246,0.93907,0.499447226524353,-0.4226351510733366,0.0035377179010538384,0.000710878026438877,0.0003,980,0.00012173410505056381,0.048828125,0.0010848442,0.2
252928,55,6.3,4540,247,0.9433,0.5497703552246094,-0.4413892589509487,0.00412897061323747,-0.0015488011704292148,0.0003,984,-0.010461418889462948,0.015380859375,0.0024037594,0.2
253952,56,6.76,4529,248,0.93916,0.5894414186477661,-0.368735384196043,0.0027275343745714054,-0.0013627527659991756,0.0003,988,-0.012793679721653461,0.0380859375,0.0045199357,0.2
254976,56,7.08,4533,249,0.9362799999999999,0.49965739250183105,-0.42607226595282555,0.003677367261843756,-0.0006881421722937375,0.0003,992,0.0002288692630827427,0.06396484375,0.0045604515,0.2
256000,56,6.12,4538,250,0.9449199999999999,0.5147101879119873,-0.44947322085499763,0.003942443581763655,0.0005373544699978083,0.0003,996,-0.008495699614286423,0.0859375,0.0025518283,0.2
257024,56,5.58,4541,251,0.94978,0.462005615234375,-0.39967362582683563,0.002847637704689987,0.0029622151923831552,0.0003,1000,-0.0048451656475663185,0.085205078125,0.0017206111,0.2
258048,56,6.93,4546,252,0.93763,0.5291398167610168,-0.37950121611356735,0.002677319702343084,0.00015525257913395762,0.0003,1004,0.005074744112789631,0.053955078125,0.008935989,0.2
259072,56,6.25,4550,253,0.9437499999999999,0.50909823179245,-0.39850126951932907,0.004439310825546272,-0.0002909342583734542,0.0003,1008,-0.006256226450204849,0.063232421875,0.0036212546,0.2
260096,57,6.37,4554,254,0.94267,0.5990914702415466,-0.3778623342514038,0.003217605597455986,-0.00789817119948566,0.0003,1012,-0.015088807791471481,0.09521484375,0.0038180053,0.2
261120,57,6.37,4558,255,0.9426699999999998,0.5546528100967407,-0.4018655512481928,0.0030677811737405136,-0.00179168616887182,0.0003,1016,-0.00926931295543909,0.0361328125,0.00071377447,0.2
262144,57,5.64,4552,256,0.94924,0.4724081754684448,-0.36402215249836445,0.0026553941424936056,-0.0016038277390180156,0.0003,1020,0.003460388630628586,0.014404296875,0.0025853184,0.2
