rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,train/explained_variance,train/clip_range,train/entropy_loss,train/learning_rate,train/approx_kl,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/loss,train/n_updates
0.50174,3,12,12288,3967,53.14,0.1616002321243286,0.2,-1.7053488790988922,0.0003,0.001439505,0.01462523709051311,0.0,-0.0015969309024512768,-0.012040233239531517,44
0.54426,3,13,13312,4087,48.86,0.2905063033103943,0.2,-1.6908932328224182,0.0003,0.0021711765,0.012034808460157365,0.0,-0.001709965115878731,-0.01902153715491295,48
0.5517400000000001,3,14,14336,4198,48.14,0.27280163764953613,0.2,-1.6106178686022758,0.0003,0.012645803,0.016107352101244032,0.036376953125,-0.00778856166289188,-0.017639189958572388,52
0.5876899999999999,3,15,15360,4305,44.59,0.2670819163322449,0.2,-1.4769902154803276,0.0003,0.0043076184,0.0161740361363627,0.0087890625,-0.003161954926326871,-0.016253024339675903,56
0.62957,4,16,16384,3814,40.27,0.22540569305419922,0.2,-1.4402144998311996,0.0003,0.00266731,0.017165639146696776,0.0,-0.0021642716747010127,-0.011622007936239243,60
0.64279,4,17,17408,3910,38.69,0.21558374166488647,0.2,-1.3958105817437172,0.0003,0.006137672,0.018757468089461327,0.024169921875,-0.00501709824311547,-0.01066181156784296,64
0.6406200000000001,4,18,18432,4003,38.82,0.12820512056350708,0.2,-1.3270571529865265,0.0003,0.002228194,0.017644721490796655,0.0,-0.0008854295592755079,-0.005996215157210827,68
0.64115,4,19,19456,4089,38.65,0.060345232486724854,0.2,-1.3050966784358025,0.0003,0.0004942679,0.018520537356380373,0.0,-0.000492651408421807,-0.005909688770771027,72
0.67962,4,20,20480,4169,34.82,0.17192238569259644,0.2,-1.2864796966314316,0.0003,0.0026185291,0.017940138233825564,0.0029296875,-0.002971704350784421,-0.008711043745279312,76
0.6926099999999998,5,21,21504,4247,33.71,0.19037854671478271,0.2,-1.2771681547164917,0.0003,0.0012362022,0.019899767241440713,0.0,-1.960560621228069e-05,-0.005341223441064358,80
0.71649,5,22,22528,4318,31.39,0.07507896423339844,0.2,-1.3274365812540054,0.0003,0.0021791037,0.01751790544949472,0.0029296875,-0.0015185552765615284,-0.002994818612933159,84
0.67486,5,23,23552,4386,35.46,0.1664731502532959,0.2,-1.3723740801215172,0.0003,0.0024131911,0.013838518527336419,0.0,-0.0008041114488150924,-0.006234120577573776,88
0.6539400000000001,6,24,24576,4041,37.34,0.1963469386100769,0.2,-1.3512585163116455,0.0003,0.0051673525,0.013430425489787012,0.0,-0.00333528479677625,-0.01754492148756981,92
0.65232,6,25,25600,4093,37.52,0.14022177457809448,0.2,-1.2558344975113869,0.0003,0.01258183,0.013059527496807277,0.030029296875,-0.0025195888883899897,0.008817215450108051,96
0.63839,6,26,26624,4152,39.29,0.1608700156211853,0.2,-1.1529491320252419,0.0003,0.004047419,0.015673565270844847,0.0,-0.0018586400838103145,-0.010628461837768555,100
0.6588499999999999,6,27,27648,4209,37.35,0.004373610019683838,0.2,-1.099939540028572,0.0003,0.0009610943,0.0165987906511873,0.0,-0.0010192260378971696,-0.007254055701196194,104
0.62861,6,28,28672,4265,40.71,0.1169973611831665,0.2,-1.1254234164953232,0.0003,0.002297216,0.013150057231541723,0.0,-0.0011802822118625045,-0.0059261019341647625,108
0.6675800000000001,6,29,29696,4317,36.38,-0.040279507637023926,0.2,-1.1001094728708267,0.0003,0.0026206335,0.009403245523571968,0.006103515625,-0.002686369640287012,-0.016522511839866638,112
0.6781900000000001,7,30,30720,4366,35.09,0.10485100746154785,0.2,-0.9986008107662201,0.0003,0.0057444973,0.02497568167746067,0.00048828125,-0.002694596740184352,0.002921817824244499,116
0.75103,7,31,31744,4416,27.33,0.17742598056793213,0.2,-0.9258740767836571,0.0003,0.0006215133,0.020116560976020992,0.0,-0.00021288561401888728,0.001476944424211979,120
0.74356,7,32,32768,4142,28.16,0.2381141185760498,0.2,-0.9494477733969688,0.0003,0.004263265,0.01710181694943458,0.02880859375,-0.002914302865974605,-0.00548019353300333,124
0.71888,8,33,33792,4188,30.68,0.06475144624710083,0.2,-0.9876918531954288,0.0003,0.004448893,0.018346847034990788,0.012451171875,-0.0016299840644933283,0.0030422424897551537,128
0.7286999999999999,8,34,34816,4235,29.7,0.15801137685775757,0.2,-1.044028863310814,0.0003,0.00100882,0.016614277788903564,0.0,0.00020660711743403226,-0.001108846627175808,132
0.7329399999999999,8,35,35840,4279,29.34,0.18020188808441162,0.2,-0.9905172921717167,0.0003,0.011227537,0.01591504568932578,0.037841796875,-0.006059707448002882,-0.004197082482278347,136
0.7201700000000001,8,36,36864,4323,30.87,0.25227344036102295,0.2,-0.8847057931125164,0.0003,0.007825222,0.01235965295927599,0.0302734375,-0.0027275824977550656,-0.017608899623155594,140
0.7164699999999999,8,37,37888,4362,31.17,0.18320196866989136,0.2,-0.8253897987306118,0.0003,0.00021846569,0.013101472228299826,0.0,-6.272090831771493e-05,-0.001784974243491888,144
0.70563,8,38,38912,4399,31.93,0.11686486005783081,0.2,-0.8139486014842987,0.0003,0.00083061296,0.017780396447051316,0.0,-0.0018557890289230272,-0.005258255172520876,148
0.73363,9,39,39936,4430,28.93,0.2554060220718384,0.2,-0.8042484447360039,0.0003,0.00038147828,0.013619998819194734,0.0,-0.0004216689558234066,-0.0004881257191300392,152
0.7312099999999999,9,40,40960,4180,29.31,0.11088275909423828,0.2,-0.8223628848791122,0.0003,0.0020204321,0.012870672275312245,0.0,-0.0011287787347100675,-0.007963931187987328,156
0.74564,9,41,41984,4215,28.04,0.2408614158630371,0.2,-0.8977489322423935,0.0003,0.0069596274,0.015056145319249481,0.083984375,-0.00324523652670905,-0.0076691689901053905,160
0.73385,10,42,43008,4248,29.35,0.10459178686141968,0.2,-0.8638443499803543,0.0003,0.006790304,0.02056279336102307,0.00537109375,-0.001883960867417045,0.004003447480499744,164
0.74041,10,43,44032,4279,28.51,0.08969801664352417,0.2,-0.8488744311034679,0.0003,0.0006487034,0.017571252945344895,0.0,-0.0003364244621479884,-0.003416447900235653,168
0.7392299999999998,10,44,45056,4309,28.53,0.1700451374053955,0.2,-0.871531281620264,0.0003,0.0015081213,0.01940408570226282,0.0,-0.0003323724668007344,-0.005597341805696487,172
0.75623,10,45,46080,4338,26.53,0.2799789309501648,0.2,-0.8800453506410122,0.0003,0.00013795198,0.014120186096988618,0.0,3.6385972634889185e-05,-0.001751001924276352,176
0.7456999999999998,10,46,47104,4366,27.7,0.17956912517547607,0.2,-0.8696311451494694,0.0003,0.0004486504,0.01636632753070444,0.0,-0.000798356777522713,-0.0036422312259674072,180
0.76373,10,47,48128,4392,26.03,0.11471515893936157,0.2,-0.8498288355767727,0.0003,0.0034453617,0.01665274956030771,0.0,-0.0016941853536991403,-0.0042365244589746,184
0.7520299999999999,11,48,49152,4195,27.33,0.17017024755477905,0.2,-0.7520557008683681,0.0003,0.006328931,0.011951181339100003,0.015625,-0.0026185340830124915,-0.009932147338986397,188
0.7542099999999998,11,49,50176,4222,27.31,0.1660616397857666,0.2,-0.7526003159582615,0.0003,0.0055629383,0.01627409440698102,0.045166015625,-0.0019574845500756055,-0.006247355602681637,192
0.7465600000000001,12,50,51200,4251,28.16,0.14751529693603516,0.2,-0.7946017421782017,0.0003,0.002188289,0.0125393052585423,0.00048828125,-0.001131694865762256,-0.0058242627419531345,196
0.7308000000000001,12,51,52224,4279,29.8,0.07772660255432129,0.2,-0.8810615129768848,0.0003,0.003952146,0.01658628840232268,0.0,-0.0006932012620382011,-0.0007561855018138885,200
0.7226799999999999,12,52,53248,4305,30.48,0.08526164293289185,0.2,-0.9307920448482037,0.0003,0.0017039052,0.014686438371427357,0.00048828125,-0.0005280671175569296,-0.0023873206228017807,204
0.7452600000000001,12,53,54272,4331,27.86,0.10465747117996216,0.2,-0.9790005423128605,0.0003,0.0010333224,0.020340083283372223,0.003173828125,-0.0006670056172879413,-0.00037204939872026443,208
0.7935300000000001,12,54,55296,4356,22.83,0.13714075088500977,0.2,-0.9878048561513424,0.0003,0.004043267,0.02005655108951032,0.0,-0.002040100487647578,-0.0012603309005498886,212
0.8005500000000001,12,55,56320,4380,22.05,0.22797012329101562,0.2,-0.9988017193973064,0.0003,0.0017103482,0.015694232191890478,0.005859375,-0.002357412740821019,-0.010306541807949543,216
0.77119,13,56,57344,4215,25.09,0.2185729742050171,0.2,-1.0390014499425888,0.0003,0.0019655288,0.015078889031428844,0.0,-0.0012639111664611846,-0.006392397917807102,220
0.7737199999999999,13,57,58368,4241,24.92,0.16477620601654053,0.2,-0.907546654343605,0.0003,0.004748835,0.013604702719021589,0.004150390625,-0.0016615100612398237,-0.007682335563004017,224
0.77003,13,58,59392,4265,25.33,0.16895759105682373,0.2,-0.9443643018603325,0.0003,0.007093846,0.014676198246888816,0.03173828125,-0.002276497529237531,-0.004689028020948172,228
0.7739100000000002,14,59,60416,4289,25.01,0.18547391891479492,0.2,-0.9039655774831772,0.0003,0.0029067104,0.016153000411577523,0.0,-0.0011602702434174716,-0.009082491509616375,232
0.7820099999999998,14,60,61440,4313,24.11,0.1597534418106079,0.2,-0.9307950288057327,0.0003,0.005149427,0.014235359558369964,0.03076171875,-0.0022234485077206045,-0.013224886730313301,236
0.76843,14,61,62464,4336,25.73,0.17310136556625366,0.2,-1.023551419377327,0.0003,0.009237188,0.014736846729647368,0.078857421875,-0.004328423063270748,-0.0031157564371824265,240
0.7620399999999998,14,62,63488,4358,26.44,0.041667163372039795,0.2,-1.0387689098715782,0.0003,0.0029319357,0.013143509742803872,0.0,-0.0009546710061840713,0.003834687639027834,244
0.74818,14,63,64512,4379,27.98,0.06784135103225708,0.2,-1.0398814380168915,0.0003,0.0015945304,0.019220051122829318,0.0,-0.00044804904609918594,-0.00044175703078508377,248
0.75447,15,64,65536,4231,27.17,0.10939592123031616,0.2,-1.047185629606247,0.0003,0.0017707299,0.014897268207278103,0.0078125,-0.0019166001147823408,-0.007871782407164574,252
0.7569799999999997,15,65,66560,4252,26.78,0.14590752124786377,0.2,-1.0088950097560883,0.0003,0.00029345497,0.012802067620214075,0.0,-0.00032402793294750154,-0.006898507010191679,256
0.7852400000000002,15,66,67584,4274,23.64,0.19959282875061035,0.2,-1.0107950530946255,0.0003,0.00311935,0.012732893112115562,0.00048828125,-0.003733568897587247,-0.008760588243603706,260
0.79876,15,67,68608,4295,22.36,0.12286198139190674,0.2,-0.9610347971320152,0.0003,0.006803993,0.01708661566954106,0.00830078125,-0.001258621778106317,0.010921248234808445,264
0.7918299999999999,16,68,69632,4315,23.13,0.14716702699661255,0.2,-0.8125842660665512,0.0003,0.0077231657,0.01318318088306114,0.013671875,-0.0018765786080621183,-0.012837214395403862,268
0.8203599999999999,16,69,70656,4336,19.96,0.22024685144424438,0.2,-0.7959340922534466,0.0003,0.0038889553,0.01648446189938113,0.0146484375,-0.0010057147301267833,0.001198112964630127,272
0.8117199999999998,16,70,71680,4356,20.92,0.3071540594100952,0.2,-0.7491089068353176,0.0003,0.0072667594,0.013272979005705565,0.022216796875,-0.0020144478185102344,0.0025132521986961365,276
0.7579699999999999,16,71,72704,4376,26.67,0.286108136177063,0.2,-0.6969923116266727,0.0003,0.0030773175,0.00920155446510762,0.0009765625,-0.0016191874456126243,-0.003501781728118658,280
0.7131399999999999,17,72,73728,4244,31.54,-0.09527432918548584,0.2,-0.6702581234276295,0.0003,0.0026615167,0.01282304007327184,0.009765625,-0.0012403985165292397,-0.0046037305146455765,284
0.7460800000000001,17,73,74752,4264,27.88,0.0745057463645935,0.2,-0.7244160063564777,0.0003,0.0062264167,0.019556891405954957,0.072509765625,-0.003323537210235372,-0.0012751352041959763,288
0.7835200000000002,17,74,75776,4282,23.72,0.21659070253372192,0.2,-0.7103285007178783,0.0003,0.0019161787,0.015925967774819583,0.0,-0.0003529928799252957,-0.001596846617758274,292
0.7758799999999999,17,75,76800,4300,24.68,0.15351450443267822,0.2,-0.7328418530523777,0.0003,0.00527943,0.0115574118681252,0.0322265625,-0.0021418452088255435,-0.009351791813969612,296
0.7635500000000001,18,76,77824,4319,26.05,0.12541449069976807,0.2,-0.7623679041862488,0.0003,0.003389841,0.012261108262464404,0.006103515625,-0.001177455997094512,-0.0026398608461022377,300
0.7909899999999999,18,77,78848,4336,22.89,0.18502527475357056,0.2,-0.8097994290292263,0.0003,0.0050661024,0.015027453424409032,0.01220703125,-0.001052019011694938,-0.0033335196785628796,304
0.8094499999999998,18,78,79872,4354,20.95,0.22332274913787842,0.2,-0.7990379184484482,0.0003,0.0076434333,0.014920423971489072,0.0087890625,-0.001960952111403458,-0.002659799065440893,308
0.81369,18,79,80896,4370,20.59,0.14681291580200195,0.2,-0.7108127772808075,0.0003,0.0070803557,0.011575124866794795,0.03125,-0.0024978319997899234,-0.007439197972416878,312
0.80425,19,80,81920,4250,21.75,0.1783839464187622,0.2,-0.7195819392800331,0.0003,0.005043481,0.011952138680499047,0.056396484375,-0.003026664926437661,0.0005438602529466152,316
0.79416,19,81,82944,4267,22.76,0.10699337720870972,0.2,-0.7290344536304474,0.0003,0.00033362122,0.012633950798772275,0.0,1.6671110643073916e-05,-0.0022615031339228153,320
0.8037799999999998,19,82,83968,4284,21.58,0.12331259250640869,0.2,-0.8058877699077129,0.0003,0.0014992144,0.014067305077333003,0.0,0.0001284036843571812,-0.0051865242421627045,324
0.8037899999999999,19,83,84992,4301,21.69,0.14087826013565063,0.2,-0.7522812075912952,0.0003,0.0032990251,0.013655216724146158,0.0,-0.0009732805483508855,-0.0017733210697770119,328
0.7869700000000003,19,84,86016,4318,23.67,0.22696638107299805,0.2,-0.739016093313694,0.0003,0.00017936801,0.00969015620648861,0.0,-3.651663428172469e-05,-0.0016984594985842705,332
0.81244,20,85,87040,4334,20.84,0.19685226678848267,0.2,-0.7679655328392982,0.0003,0.007965629,0.011962860939092934,0.05322265625,-0.0006406129105016589,-0.0052641876973211765,336
0.7943399999999999,20,86,88064,4349,22.74,0.11848247051239014,0.2,-0.7945395298302174,0.0003,0.007068662,0.014697337115649134,0.009033203125,-0.0014617301640100777,-0.009869934059679508,340
0.7799399999999999,20,87,89088,4365,24.34,0.10219669342041016,0.2,-0.7614915668964386,0.0003,0.0006029473,0.012675299367401749,0.0,-0.0003506166976876557,-0.0025689094327390194,344
0.7699600000000001,21,88,90112,4255,25.56,0.13036292791366577,0.2,-0.8095350936055183,0.0003,0.005324796,0.013424972479697317,0.01318359375,-0.001437881262972951,-0.006241790484637022,348
0.75259,21,89,91136,4270,27.49,0.05597764253616333,0.2,-0.7824546508491039,0.0003,0.005353327,0.01057843619491905,0.001708984375,-0.002190223676734604,-0.0055666761472821236,352
0.7638399999999999,21,90,92160,4285,26.24,0.0947561264038086,0.2,-0.703605629503727,0.0003,0.00042876572,0.01515587285393849,0.0,-0.00014347388059832156,0.0012354739010334015,356
0.7610399999999998,21,91,93184,4301,26.44,0.09314888715744019,0.2,-0.7307407669723034,0.0003,0.0024804366,0.017435196379665285,0.0,-0.0003799650294240564,-0.005832265131175518,360
0.7759699999999999,21,92,94208,4316,24.67,0.11262780427932739,0.2,-0.764056496322155,0.0003,0.004113828,0.01590487506473437,0.0,-0.0011889081361005083,-0.00415215827524662,364
0.8063799999999999,21,93,95232,4330,21.18,0.16663753986358643,0.2,-0.7545703202486038,0.0003,0.010348799,0.01611628179671243,0.0302734375,-0.0026635231624823064,-0.009066546335816383,368
0.79108,22,94,96256,4345,22.88,0.12660908699035645,0.2,-0.6668797843158245,0.0003,7.37331e-05,0.01134780643042177,0.0,-0.00010341030429117382,-0.0009879237040877342,372
0.7762300000000002,22,95,97280,4359,24.53,0.17653918266296387,0.2,-0.6971955820918083,0.0003,0.0026903995,0.013551872398238629,0.000244140625,-0.0009799416875466704,-0.00032994989305734634,376
0.76625,23,96,98304,4256,25.75,0.16678231954574585,0.2,-0.76518190279603,0.0003,0.0052816784,0.013991758518386632,0.002685546875,-0.00018057003035210073,-0.0014019813388586044,380
0.7734599999999999,23,97,99328,4270,25.06,0.06905883550643921,0.2,-0.7605386413633823,0.0003,0.015086192,0.01579969108570367,0.1396484375,-0.0049166819953825325,-0.004167403094470501,384
0.7871399999999998,23,98,100352,4284,23.54,0.0318416953086853,0.2,-0.7580013386905193,0.0003,0.0047060405,0.015580550534650683,0.0087890625,4.47183265350759e-05,-0.002077290788292885,388
0.8156600000000002,23,99,101376,4298,20.26,0.15751677751541138,0.2,-0.7176655121147633,0.0003,0.0031203656,0.01493353012483567,0.0,-0.0010330811201129109,0.005405612289905548,392
0.8181899999999998,23,100,102400,4311,20.09,0.14134198427200317,0.2,-0.7159158140420914,0.0003,0.0010448,0.013629787717945874,0.0,-0.0008714300347492099,-0.004308865871280432,396
0.8268400000000001,23,101,103424,4325,19.24,0.14477115869522095,0.2,-0.7456065006554127,0.0003,0.0075437916,0.011935518006794155,0.052490234375,-0.0025942563952412456,-0.006460557691752911,400
0.82305,24,102,104448,4338,19.55,0.19774949550628662,0.2,-0.718721479177475,0.0003,0.012045028,0.008739774231798947,0.075927734375,-0.0032131761545315385,-0.0011232378892600536,404
0.8494199999999998,24,103,105472,4351,16.62,0.10815328359603882,0.2,-0.6939338147640228,0.0003,0.0002528848,0.016154967714101076,0.0,-0.00031651981407776475,-0.0020663351751863956,408
0.8416900000000002,24,104,106496,4260,17.59,0.12997007369995117,0.2,-0.7134471461176872,0.0003,0.008617487,0.011511140095535666,0.029296875,-0.0022553129820153117,-0.008057493716478348,412
0.7997399999999999,25,105,107520,4273,22.14,0.11563336849212646,0.2,-0.7766070179641247,0.0003,0.009807267,0.007821281295036897,0.0263671875,-0.0025609451986383647,-0.010268723592162132,416
0.8027899999999998,25,106,108544,4287,21.69,0.09581536054611206,0.2,-0.7122649513185024,0.0003,0.011462658,0.014809939952101558,0.06640625,-0.0035004853853024542,-0.004245550371706486,420
0.81342,25,107,109568,4300,20.62,0.2258312702178955,0.2,-0.6727684922516346,0.0003,0.0044912314,0.012393751589115709,0.01416015625,-0.0006897389539517462,0.007669916842132807,424
0.82009,25,108,110592,4313,19.99,0.07325071096420288,0.2,-0.6759557202458382,0.0003,0.004158536,0.011797828483395278,0.00048828125,-0.00082623609341681,-0.002474856562912464,428
0.83512,25,109,111616,4326,18.32,0.11045759916305542,0.2,-0.6703912504017353,0.0003,0.009898315,0.014803692873101681,0.051513671875,-0.002758687041932717,0.010903848335146904,432
0.8352999999999998,25,110,112640,4339,18.3,0.12417280673980713,0.2,-0.7219612151384354,0.0003,0.0038680525,0.01403428619960323,0.005859375,-0.001289577325223945,-2.993457019329071e-05,436
0.84934,26,111,113664,4351,16.74,0.17991864681243896,0.2,-0.7291089370846748,0.0003,0.0048525943,0.011816908547189087,0.012451171875,-0.0026524958957452327,-0.005245836451649666,440
0.8317,26,112,114688,4267,18.7,0.0649614930152893,0.2,-0.7477596439421177,0.0003,0.008179848,0.012140828650444746,0.017822265625,-0.0025985607353504747,-0.008464585989713669,444
0.8064100000000001,27,113,115712,4279,21.51,0.07300257682800293,0.2,-0.7866167984902859,0.0003,0.011713816,0.01814803422894329,0.0576171875,-0.0021562324109254405,-0.006565163843333721,448
0.80794,27,114,116736,4292,21.34,0.08798140287399292,0.2,-0.7778123579919338,0.0003,0.0091754235,0.01500320335617289,0.178955078125,-0.010351760167395696,-0.01563740149140358,452
0.79804,27,115,117760,4304,22.44,0.11708366870880127,0.2,-0.7765998393297195,0.0003,0.0025418897,0.014886389893945307,0.0,-0.00045051776396576315,0.007389141712337732,456
0.78165,27,116,118784,4316,24.15,0.10968148708343506,0.2,-0.7883366011083126,0.0003,0.006179136,0.012904530623927712,0.004638671875,-0.0019220365211367607,-0.00311806658282876,460
0.7797599999999999,27,117,119808,4328,24.36,0.12228941917419434,0.2,-0.821427159011364,0.0003,0.014417656,0.01291261415462941,0.101318359375,-0.005019847885705531,-0.010651816613972187,464
0.7808499999999998,27,118,120832,4340,24.35,0.08570808172225952,0.2,-0.8096992932260036,0.0003,0.010146581,0.01671309128869325,0.039794921875,-0.0028331849607639015,-0.00031737424433231354,468
0.7909999999999999,27,119,121856,4352,23.0,0.1369180679321289,0.2,-0.7255331203341484,0.0003,0.0063694566,0.01611491944640875,0.006591796875,-0.0020640449365600944,-0.01088913157582283,472
0.7706500000000002,28,120,122880,4275,25.15,0.12904828786849976,0.2,-0.7003769837319851,0.0003,0.0014083964,0.018778137280605733,0.0,-0.0009256408375222236,-0.0012618815526366234,476
0.8033399999999997,28,121,123904,4287,21.74,0.20899945497512817,0.2,-0.7114941030740738,0.0003,0.008117904,0.011946739978156984,0.08642578125,-0.002966802887385711,-0.015094181522727013,480
0.8389,29,122,124928,4298,17.9,0.04019045829772949,0.2,-0.6883763298392296,0.0003,0.00679357,0.014747925975825638,0.050048828125,-0.003970505509641953,0.003297818824648857,484
0.8220599999999999,29,123,125952,4310,19.66,0.08891993761062622,0.2,-0.7290839068591595,0.0003,0.0078130225,0.016089251555968076,0.03662109375,-0.0015958667790982872,-0.0009105708450078964,488
0.8004499999999999,29,124,126976,4321,21.95,0.17503780126571655,0.2,-0.7457900792360306,0.0003,0.002916973,0.01020277029601857,0.00048828125,-0.0005536953103728592,-0.007857647724449635,492
0.7878399999999999,29,125,128000,4332,23.24,-0.0070607662200927734,0.2,-0.7755399234592915,0.0003,0.00436495,0.011337376083247364,0.00537109375,-0.00029249899671413004,0.013454027473926544,496
0.78839,29,126,129024,4343,23.29,0.06440067291259766,0.2,-0.8182314932346344,0.0003,0.007556544,0.010892488760873675,0.072998046875,-0.0038032175216358155,-0.013330716639757156,500
0.78992,29,127,130048,4353,23.12,0.08658236265182495,0.2,-0.8476856760680676,0.0003,0.011975819,0.016887251695152372,0.08984375,-0.0025881223555188626,0.005057632923126221,504
0.80342,30,128,131072,4297,21.62,0.15218007564544678,0.2,-0.8061131462454796,0.0003,0.004321213,0.012982919521164149,0.071044921875,-0.0042265103256795555,-0.007373410277068615,508
0.7943400000000002,30,129,132096,4307,22.74,0.21335256099700928,0.2,-0.8519300445914268,0.0003,0.011880456,0.01223503949586302,0.064208984375,-0.0028229984163772315,-0.0004208008758723736,512
0.8107199999999999,30,130,133120,4317,20.92,0.08975517749786377,0.2,-0.8059757426381111,0.0003,0.007676181,0.016077130974736065,0.02880859375,-0.0010481294593773782,0.0063657211139798164,516
0.8113499999999998,30,131,134144,4328,20.85,0.2011317014694214,0.2,-0.8054108321666718,0.0003,0.00058342074,0.01691058633150533,0.0,-0.0010180856916122139,-0.004623914137482643,520
0.8141399999999999,31,132,135168,4338,20.54,0.21669018268585205,0.2,-0.7955954186618328,0.0003,0.0008377723,0.016683260560967028,0.002685546875,-0.0008828805148368701,-0.0027096495032310486,524
0.8266599999999998,31,133,136192,4349,19.26,0.17830413579940796,0.2,-0.7581207267940044,0.0003,0.0076582665,0.015679595700930804,0.086669921875,-0.005579706921707839,-0.0034058215096592903,528
0.8039700000000001,31,134,137216,4359,21.67,0.23567229509353638,0.2,-0.7237033620476723,0.0003,0.00021730538,0.011938023730181158,0.0,-0.00043704941344913095,-0.0023182020522654057,532
0.8137800000000002,31,135,138240,4368,20.58,0.11485874652862549,0.2,-0.7485196702182293,0.0003,0.0021342111,0.017103712598327547,0.0,-0.0007203188142739236,-0.0024086395278573036,536
0.8365600000000001,32,136,139264,4298,18.16,0.26104217767715454,0.2,-0.6976296305656433,0.0003,0.003115728,0.012851322710048407,0.001220703125,-0.0010541984665906057,-0.0024896394461393356,540
0.8390699999999996,32,137,140288,4307,17.77,0.28010547161102295,0.2,-0.6223273053765297,0.0003,0.00158632,0.012223166064359248,0.0,-0.00027537938149180263,0.000497069675475359,544
0.82062,32,138,141312,4317,19.82,0.22188562154769897,0.2,-0.6826648786664009,0.0003,0.0038160025,0.01206269464455545,0.045166015625,-0.0029215842369012535,-0.00508822500705719,548
0.8149600000000001,32,139,142336,4327,20.56,0.23019874095916748,0.2,-0.6984867267310619,0.0003,0.0038644336,0.013879071804694831,0.004150390625,-0.0016489928821101785,0.0020971158519387245,552
0.8301699999999999,33,140,143360,4336,18.87,0.04202359914779663,0.2,-0.6117622070014477,0.0003,0.00029848632,0.016195097821764648,0.0,-0.00018114951672032475,0.0008205939084291458,556
0.83962,33,141,144384,4345,17.82,0.2047632336616516,0.2,-0.6410588286817074,0.0003,0.0044226106,0.01720265584299341,0.047119140625,-0.002077105629723519,0.0005209213122725487,560
0.8315199999999998,33,142,145408,4355,18.72,0.05814015865325928,0.2,-0.6510450802743435,0.0003,0.00059883186,0.009927064296789467,0.0,-0.00041716985288076103,-0.0036213332787156105,564
0.8398899999999999,33,143,146432,4364,17.79,0.07536977529525757,0.2,-0.7038783170282841,0.0003,0.007651926,0.009830792434513569,0.066650390625,-0.002321880907402374,-0.007115139160305262,568
0.8362899999999999,34,144,147456,4303,18.19,0.10523831844329834,0.2,-0.658095758408308,0.0003,0.0051129516,0.011672744003590196,0.063232421875,-0.004429115680977702,-0.005487585905939341,572
0.8351199999999999,34,145,148480,4311,18.32,0.06894791126251221,0.2,-0.6482734940946102,0.0003,0.007379858,0.012191111338324845,0.04931640625,-0.0024098522553686053,-0.005242172162979841,576
0.83485,34,146,149504,4321,18.35,0.13917315006256104,0.2,-0.6209923401474953,0.0003,0.0015442525,0.011059184675104916,0.0,0.0006611941498704255,-0.0020531266927719116,580
0.8296300000000001,34,147,150528,4329,18.93,0.09400951862335205,0.2,-0.6257607936859131,0.0003,0.0061351582,0.012221987301018089,0.0615234375,-0.002785640157526359,-0.0021082074381411076,584
