time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,train/clip_range,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
140288,137,4435,31,0.0,0.2,0.0002720843312999932,0.0031949654,0.8660594820976257,-1.710270695388317,-0.0029644378228113055,544,0.0003,-0.02898479625582695,274.38,0.16983331
141312,138,4440,31,0.00341796875,0.2,0.0004315038113418268,0.0037013607,0.7887358665466309,-1.7246305868029594,-0.0019370607915334404,548,0.0003,-0.016805516555905342,275.31,0.16624998
142336,139,4444,32,0.0,0.2,0.003658891044324264,0.0020704162,0.32256579399108887,-1.7545557096600533,-0.00044737866846844554,552,0.0003,-0.02136871963739395,276.72,0.16233331
143360,140,4448,32,0.0,0.2,0.0003333563163323561,0.0006572779,0.8508301973342896,-1.749878630042076,-0.0005085950251668692,556,0.0003,-0.018912822008132935,282.05,0.14552775
144384,141,4453,32,0.0,0.2,0.00027929012958338717,0.0048524356,0.8096194863319397,-1.7349853441119194,-0.0030512312951032072,560,0.0003,-0.025387311354279518,285.44,0.13411108
145408,142,4458,32,0.0,0.2,0.0001367360282529262,0.0014453782,0.900127112865448,-1.6793377697467804,0.00012359520769678056,564,0.0003,-0.020984569564461708,287.31,0.12791664
146432,143,4461,32,0.002685546875,0.2,9.598856695447466e-05,0.008295806,0.9102088212966919,-1.719058871269226,-0.0041346840298501775,568,0.0003,-0.021614888682961464,286.35,0.13058332
147456,144,4464,33,0.0,0.2,0.002658702011103742,0.005847863,0.41117429733276367,-1.758045233786106,-0.0028046352963428944,572,0.0003,-0.03563012555241585,290.91,0.11591666000000002
148480,145,4469,33,0.0908203125,0.2,0.004691951558925211,0.012650134,0.2165718674659729,-1.6964540034532547,-0.0055043979082256556,576,0.0003,-0.00933871977031231,289.8,0.121
149504,146,4474,33,0.0,0.2,0.0031832199165364727,0.003239393,0.5935473442077637,-1.6296651139855385,-0.002101964710163884,580,0.0003,-0.010183721780776978,287.54,0.12727778000000003
150528,147,4479,33,0.117919921875,0.2,0.0024718758213566616,0.017649315,0.7039130330085754,-1.5429117381572723,-0.009041606390383095,584,0.0003,-0.033760957419872284,292.34,0.11094445
151552,148,4484,33,0.0,0.2,0.0014762451537535526,0.0008847291,0.8403094410896301,-1.4289133995771408,-0.0007629824249306694,588,0.0003,-0.014575079083442688,292.09,0.11163888999999999
152576,149,4489,33,0.0,0.2,0.001090925703465473,0.00091376615,0.8303049206733704,-1.4165106415748596,-0.0010506435355637223,592,0.0003,-0.018387168645858765,291.36,0.11466667000000001
153600,150,4493,34,0.001220703125,0.2,0.0009340545111626852,0.0036066533,0.6017404794692993,-1.3857341930270195,-0.0023796856839908287,596,0.0003,-0.022122075781226158,291.8,0.11344445
154624,151,4499,34,0.0,0.2,0.0008520319679519162,0.0005273528,0.6388433575630188,-1.3204349055886269,-5.832988244947046e-05,600,0.0003,-0.013731459155678749,290.41,0.11830555999999999
155648,152,4504,34,0.0,0.2,0.0010884342700592242,0.0008777553,0.5520703792572021,-1.342968687415123,-0.0007547139539383352,604,0.0003,-0.010925681330263615,287.99,0.12602777999999998
156672,153,4511,34,0.013916015625,0.2,0.003821265694568865,0.0019482526,0.3627563714981079,-1.3599399700760841,-0.002461199735989794,608,0.0003,-0.015638763085007668,283.97,0.13919445000000003
157696,154,4517,34,0.0,0.2,0.004169416890363209,0.0003197337,0.34918010234832764,-1.3745728880167007,-7.122104580048472e-05,612,0.0003,-0.014914236962795258,286.18,0.13205556
158720,155,4522,35,0.0,0.2,0.0004732242141471943,0.0026071556,0.7273238897323608,-1.3318735212087631,-0.002002763096243143,616,0.0003,-0.01381148211658001,288.13,0.12563889
159744,156,4529,35,0.0,0.2,0.0002479617251083255,0.001525003,0.6796505451202393,-1.2802256792783737,-0.0009275020711356774,620,0.0003,-0.018794391304254532,286.51,0.13013889
160768,157,4535,35,0.0,0.2,0.0012899706307507586,0.00048503897,0.5388306379318237,-1.252699263393879,-0.000502213864820078,624,0.0003,-0.010158861055970192,287.24,0.12811111
161792,158,4541,35,0.0107421875,0.2,0.001059944672306301,0.0036254416,0.1909395456314087,-1.2971019446849823,-0.002301929664099589,628,0.0003,-0.01646668277680874,284.24,0.13544446
162816,159,4548,35,0.0,0.2,0.0069793892034795135,0.0010167313,0.3549944758415222,-1.336842305958271,-0.0006498460134025663,632,0.0003,-0.01684381440281868,284.24,0.13544446
163840,160,4554,35,0.03515625,0.2,0.00037075882210046984,0.008520106,0.847314178943634,-1.4186690971255302,-0.003793577241594903,636,0.0003,-0.025530651211738586,284.24,0.13544446000000002
164864,161,4560,36,0.0,0.2,0.00028347987154120347,0.0032861137,0.7554908394813538,-1.49925097823143,-0.0021704583195969462,640,0.0003,-0.019118327647447586,280.37,0.14819446
165888,162,4566,36,0.0,0.2,0.004459925010451116,0.0015720688,0.24333006143569946,-1.5018411725759506,-0.000952383823459968,644,0.0003,-0.015791084617376328,280.37,0.14819446
166912,163,4570,36,0.0,0.2,0.0002435826963846921,0.002288003,0.7964801788330078,-1.4821267873048782,-0.001542756668641232,648,0.0003,-0.018384277820587158,280.6,0.14755558000000002
167936,164,4575,36,0.0,0.2,0.000656190502922982,0.0063215457,0.7425392866134644,-1.4266621693968773,-0.003370005084434524,652,0.0003,-0.029337437823414803,280.6,0.14755558
168960,165,4580,36,0.013671875,0.2,0.00047965534577087965,0.006097162,0.6670104265213013,-1.3113543465733528,-0.0022149491705931723,656,0.0003,-0.024279054254293442,277.84,0.15722225
169984,166,4582,37,0.012939453125,0.2,0.002049606540822424,0.005810235,0.47842442989349365,-1.2971111312508583,-0.0030262405198300257,660,0.0003,-0.017131254076957703,271.73,0.17619447000000002
171008,167,4587,37,0.038330078125,0.2,0.00957426888635382,0.005820832,0.2651081085205078,-1.3556779026985168,-0.0024320497177541256,664,0.0003,-0.014379103668034077,268.69,0.18663891
172032,168,4591,37,0.00341796875,0.2,0.002833925187587738,0.005493708,0.691423773765564,-1.2955774143338203,-0.003000542681547813,668,0.0003,-0.008308548480272293,268.22,0.18894447
173056,169,4596,37,0.0,0.2,0.0007777890150464373,0.0021777088,0.8030104637145996,-1.2430959790945053,-0.0014572195068467408,672,0.0003,-0.018947461619973183,267.95,0.18969446999999998
174080,170,4600,37,0.0,0.2,0.0012665612157434225,0.0020690628,0.7575643062591553,-1.267265222966671,-0.00174586774664931,676,0.0003,-0.02363400347530842,268.05,0.19041669
175104,171,4606,38,0.0,0.2,0.0015734362132207025,0.0034601488,0.7810140252113342,-1.1926299929618835,-0.000224981369683519,680,0.0003,-0.004840843379497528,267.56,0.19077779
176128,172,4611,38,0.0,0.2,0.005917914168094285,0.001726792,0.46624070405960083,-1.1617406010627747,-0.0011000770900864154,684,0.0003,-0.011266971006989479,269.28,0.18700001
177152,173,4616,38,0.0,0.2,0.0005397137647378258,0.002135811,0.7619200944900513,-1.085211157798767,-0.0010290312638971955,688,0.0003,-0.016196418553590775,271.59,0.18058334
178176,174,4620,38,0.0,0.2,0.0008994116251415107,0.0004858488,0.553767204284668,-1.0536169111728668,-0.00020299303287174553,692,0.0003,-0.009442583657801151,272.07,0.17925001
179200,175,4625,38,0.01123046875,0.2,0.003016449074493721,0.003642965,0.4849790930747986,-1.0863966792821884,-0.0028090776613680646,696,0.0003,-0.024632098153233528,270.08,0.18577779000000003
180224,176,4630,38,0.028076171875,0.2,0.0007513846176152583,0.003338801,0.9096232056617737,-1.2012672573328018,-0.0005751579301431775,700,0.0003,-0.011014278046786785,271.88,0.17877779
181248,177,4633,39,0.0,0.2,0.00021144685160834342,0.0021211593,0.7306581735610962,-1.197245679795742,-0.0018141570326406509,704,0.0003,-0.012142925523221493,270.6,0.18333335
182272,178,4637,39,0.0,0.2,0.001579949810547987,0.0009744506,0.3503204584121704,-1.1326422542333603,-0.0001503907551523298,708,0.0003,-0.013134419918060303,271.99,0.17847224
183296,179,4642,39,0.0,0.2,0.0001814027741602331,0.00030298025,0.9192007780075073,-1.1213019415736198,-0.0002367344859521836,712,0.0003,-0.012262195348739624,274.09,0.17163891
184320,180,4647,39,0.0,0.2,0.00011313492655062873,0.00149937,0.9445746541023254,-1.1340088471770287,-0.0013070031127426773,716,0.0003,-0.01208149641752243,276.02,0.1652778
185344,181,4651,39,0.0,0.2,0.003710476026753895,0.00038414536,0.5767005681991577,-1.0995693877339363,-1.9727536709979177e-05,720,0.0003,-0.01035279780626297,276.02,0.1652778
186368,182,4656,40,0.00244140625,0.2,0.00015098780522748712,0.001956157,0.9531710743904114,-1.133279673755169,-0.0025333734083687887,724,0.0003,-0.016333622857928276,275.37,0.16908336
187392,183,4661,40,0.0126953125,0.2,0.0003706309635163052,0.003887173,0.8589659929275513,-1.0868124589323997,-0.003360787930432707,728,0.0003,-0.01583431474864483,272.99,0.17669447000000002
188416,184,4666,40,0.00927734375,0.2,0.0047103472461458296,0.00091675745,-0.0037230253219604492,-1.0559734627604485,-0.0003966637887060642,732,0.0003,-0.011951606720685959,273.99,0.17291668999999998
189440,185,4670,40,0.0,0.2,0.0002852759735105792,0.00062799774,0.5247704982757568,-1.102160058915615,-0.00027398586098570377,736,0.0003,-0.012669316492974758,273.1,0.17638890999999998
190464,186,4675,40,0.00439453125,0.2,0.003495130848023109,0.0011896454,0.39705681800842285,-1.1430664509534836,-0.0008816064218990505,740,0.0003,-0.01822134107351303,274.16,0.17344446000000002
191488,187,4679,40,0.0,0.2,0.0020560975972330198,0.0003069847,0.30235981941223145,-1.1751420125365257,-0.00016523180238436908,744,0.0003,-0.009420127607882023,272.93,0.17786113
192512,188,4684,41,0.0,0.2,0.0006835067815700313,0.0006942282,0.6014546155929565,-1.1936457231640816,-0.00080048808013089,748,0.0003,-0.012098358012735844,276.8,0.16511113000000002
193536,189,4689,41,0.0,0.2,0.0006327430037345039,0.0010313868,0.7446732521057129,-1.2232155948877335,-0.001073030216502957,752,0.0003,-0.014229013584554195,271.26,0.18250002
194560,190,4693,41,0.0,0.2,0.004120621575566474,0.0018187868,0.28065574169158936,-1.2453786358237267,-0.0013105677935527638,756,0.0003,-0.014680870808660984,269.09,0.18852778000000003
195584,191,4698,41,0.0,0.2,0.004291682329494506,0.00061691005,0.519469141960144,-1.2536047250032425,-0.001012379419989884,760,0.0003,-0.009896977804601192,267.23,0.19469445
196608,192,4702,41,0.00439453125,0.2,0.0010934756501228549,0.0054876534,0.7503083944320679,-1.2826505303382874,-0.0031028122612042353,764,0.0003,-0.023829106241464615,269.11,0.18947223000000002
197632,193,4705,41,0.02587890625,0.2,0.00100496412414941,0.004344406,0.6122840046882629,-1.3596748039126396,-0.0013515902392100543,768,0.0003,-0.010128585621714592,272.63,0.17869446
198656,194,4709,42,0.013671875,0.2,0.0025863085793389473,0.0026278559,0.6584422588348389,-1.4021185860037804,-0.0031455534044653177,772,0.0003,-0.02127133309841156,274.45,0.17263891
199680,195,4713,42,0.0,0.2,0.001444632580387406,0.0063670175,0.634376585483551,-1.385274015367031,-0.002543253402109258,776,0.0003,-0.011913047172129154,272.85,0.17708335000000003
200704,196,4717,42,0.0,0.2,0.003536662035912741,0.006477072,0.46576350927352905,-1.267994076013565,-0.001997492916416377,780,0.0003,-0.007897106930613518,270.93,0.18241667999999997
201728,197,4721,42,0.0,0.2,0.0028733214057865553,0.00024395343,0.6030958890914917,-1.191054031252861,8.247412915807217e-05,784,0.0003,-0.011718977242708206,271.64,0.18044446
202752,198,4725,42,0.0078125,0.2,0.0008075750956777483,0.0029819233,0.6426658034324646,-1.2102139294147491,-0.002746519006905146,788,0.0003,-0.010069793090224266,272.44,0.17622224
203776,199,4728,43,0.0,0.2,0.004963614963344298,0.0011803765,0.34562885761260986,-1.1368049532175064,-0.00025857368018478155,792,0.0003,-0.01214971486479044,269.09,0.18552780000000002
204800,200,4730,43,0.0,0.2,0.003355937064043246,0.000371048,0.5323306322097778,-1.1128734350204468,-5.97406760789454e-05,796,0.0003,-0.009062771685421467,269.09,0.18552780000000002
205824,201,4733,43,0.017333984375,0.2,0.0005303701109369285,0.004161521,0.939194917678833,-1.1689327582716942,-0.0028442697948776186,800,0.0003,-0.02071862667798996,272.94,0.17483335
206848,202,4737,43,0.0,0.2,0.0009321193574578501,0.0007274132,0.8991129398345947,-1.2441628724336624,-0.0004010762204416096,804,0.0003,-0.015475863590836525,268.77,0.18841668000000003
207872,203,4739,43,0.000244140625,0.2,0.003690741265018005,0.0005034847,0.7511709332466125,-1.2410489544272423,-0.0013237899111118168,808,0.0003,-0.014398938044905663,261.04,0.21388889000000003
208896,204,4742,44,0.001220703125,0.2,0.005478946361108683,0.0016125331,0.6601382493972778,-1.2437487170100212,-0.0014886260905768722,812,0.0003,-0.014363067224621773,259.29,0.22075
209920,205,4745,44,0.022216796875,0.2,0.001254306949704187,0.0020485055,0.7879668474197388,-1.281968005001545,-0.0021376241056714207,816,0.0003,-0.017344830557703972,257.68,0.22622222
210944,206,4749,44,0.00341796875,0.2,0.0035819242184516042,0.002015543,0.5105352997779846,-1.2620095908641815,-0.002051207557087764,820,0.0003,-0.017170270904898643,254.98,0.23372220999999996
211968,207,4753,44,0.0,0.2,0.005389932863181457,0.0018517827,0.5725295543670654,-1.2816502824425697,-0.00019188784062862396,824,0.0003,-0.015932170674204826,251.35,0.24480553
212992,208,4757,44,0.0,0.2,0.003000046213855967,0.0037841373,0.7622893452644348,-1.2945245653390884,-0.002381385740591213,828,0.0003,-0.023799872025847435,249.47,0.25102776000000004
214016,209,4761,44,0.0283203125,0.2,0.005399734087404795,0.007654258,0.4368835687637329,-1.3888031989336014,-0.0006598189938813448,832,0.0003,0.0007670973427593708,253.43,0.23702776
215040,210,4765,45,0.023681640625,0.2,0.0014088045863900334,0.007805298,0.6352947950363159,-1.4092304110527039,-0.004379579098895192,836,0.0003,-0.025654461234807968,253.43,0.23702776
216064,211,4768,45,0.000244140625,0.2,0.00043844161154993344,0.0011219449,0.7019649744033813,-1.3234809190034866,-0.0013903659273637459,840,0.0003,-0.021678907796740532,256.59,0.22624998000000002
217088,212,4769,45,0.004150390625,0.2,0.00025383047795912717,0.0012427291,0.9125496745109558,-1.366344891488552,-0.0005780828360002488,844,0.0003,-0.014287400990724564,256.59,0.22624998000000002
218112,213,4771,45,0.00830078125,0.2,0.0006023655132594286,0.0023809162,0.8905869126319885,-1.376252643764019,-0.002736329275649041,848,0.0003,-0.01671861857175827,254.9,0.23194442
219136,214,4773,45,0.00048828125,0.2,0.00026088881850228063,0.004062169,0.9172700643539429,-1.3848265409469604,-0.0022289824264589697,852,0.0003,-0.022814394906163216,258.63,0.22058331000000003
220160,215,4775,46,0.0322265625,0.2,0.0008475594131596154,0.0073845387,0.8907968997955322,-1.3846209347248077,-0.001993841433431953,856,0.0003,-0.01195362489670515,257.09,0.22586108999999996
221184,216,4778,46,0.0,0.2,0.003948554389353376,0.0006916456,0.5994125008583069,-1.453144796192646,-0.00016396460705436766,860,0.0003,-0.01407124474644661,259.39,0.21847221
222208,217,4780,46,0.06103515625,0.2,0.0013741186085098889,0.013704572,0.727387547492981,-1.3146644830703735,-0.006073333031963557,864,0.0003,-0.008475269190967083,259.26,0.21883330999999998
223232,218,4782,46,0.010986328125,0.2,0.004387099004816264,0.007305829,0.5648362636566162,-1.1905840933322906,-0.004294499754905701,868,0.0003,-0.02096153236925602,258.05,0.22219442
224256,219,4784,46,0.0,0.2,0.0016128056922752876,0.0020776596,0.6231409907341003,-1.0801549702882767,-0.00044516182970255613,872,0.0003,-0.004644167609512806,255.07,0.23147219999999996
225280,220,4786,47,0.002197265625,0.2,0.004372679934022017,0.0013900029,0.5768837928771973,-1.1086499616503716,-0.0005249629830359481,876,0.0003,-0.008714402094483376,257.83,0.22180553
226304,221,4788,47,0.0,0.2,0.00032479212859470863,0.0010890239,0.9141141176223755,-1.1357064992189407,-0.0016680120315868407,880,0.0003,-0.014189274050295353,257.05,0.22397220000000004
227328,222,4790,47,0.0,0.2,0.002355731150601059,0.000896442,0.7775717973709106,-1.0763842910528183,-0.0008424653206020594,884,0.0003,-0.01094630267471075,257.05,0.2239722
228352,223,4792,47,0.01904296875,0.2,0.0011217837636650074,0.0038987568,0.8677016496658325,-1.0555920600891113,-0.001867195445811376,888,0.0003,-0.006595281418412924,254.78,0.23227775000000006
229376,224,4795,47,0.00048828125,0.2,0.002522437658626586,0.002655858,0.7401851415634155,-0.9973047710955143,-0.0009433455707039684,892,0.0003,-0.007523000240325928,255.48,0.2303333
230400,225,4798,48,0.0,0.2,0.000992235385638196,0.0001654764,0.6472865343093872,-1.0859544798731804,-0.0002416799688944593,896,0.0003,-0.011481274850666523,255.55,0.23013886
231424,226,4800,48,0.0,0.2,0.0016893069259822369,0.0006362794,0.639388918876648,-1.0745888948440552,-0.0006127343222033232,900,0.0003,-0.010712054558098316,252.02,0.24194442000000002
232448,227,4804,48,0.03173828125,0.2,0.001822857309889514,0.0050802804,0.6968914866447449,-1.1554202139377594,-0.002598402905277908,904,0.0003,-0.016970863565802574,251.34,0.24383330999999997
233472,228,4807,48,0.00048828125,0.2,0.0036719917043228634,0.0010976642,0.7316287159919739,-1.204287201166153,-0.0007235476223286241,908,0.0003,-0.01788141578435898,256.02,0.22783330999999996
234496,229,4810,48,0.0146484375,0.2,0.0006690230420645094,0.007607351,0.8761880993843079,-1.1945844367146492,-0.003473147633485496,912,0.0003,-0.02577606774866581,257.38,0.22405554
235520,230,4814,48,0.001708984375,0.2,0.0006361718824337004,0.004634523,0.784902811050415,-1.040125034749508,-0.0013808925286866724,916,0.0003,-0.002519917907193303,258.17,0.2208611
236544,231,4818,49,0.00927734375,0.2,0.0034786349133355543,0.0018720055,0.5216299295425415,-1.0180767439305782,-0.0014476283395197242,920,0.0003,-0.017737798392772675,260.0,0.21477777
237568,232,4821,49,0.0,0.2,0.0003959749737987295,0.00061417813,0.8324757218360901,-1.0416121780872345,-0.0005975429085083306,924,0.0003,-0.014918604865670204,262.92,0.20566665999999997
238592,233,4825,49,0.00634765625,0.2,0.0002662259394128341,0.0022074154,0.9146405458450317,-0.993166621774435,-0.0018687051779124886,928,0.0003,-0.014627926982939243,267.49,0.19197221999999997
239616,234,4828,49,0.0,0.2,0.0020946582735632546,0.0010312477,0.7810178399085999,-0.9348252601921558,-0.0009093326516449451,932,0.0003,-0.012446767650544643,264.14,0.20327776999999994
240640,235,4831,49,0.0,0.2,0.0027083466775366105,0.0006266397,0.637446403503418,-0.9132751487195492,-0.0006393720395863056,936,0.0003,-0.01098506897687912,262.98,0.20749999
241664,236,4834,49,0.014404296875,0.2,0.0006489665283879731,0.003431896,0.8191098570823669,-0.9887951463460922,-0.0006654515673290007,940,0.0003,-0.012270361185073853,260.72,0.21477777
242688,237,4838,50,0.021484375,0.2,0.0016261536584352143,0.003878919,0.8183115720748901,-1.080564334988594,-0.00310920606716536,944,0.0003,-0.02280266024172306,255.97,0.23097221999999995
243712,238,4841,50,0.025146484375,0.2,0.003214246105926577,0.0041287215,0.7561899423599243,-1.1433808356523514,-0.00262050905439537,948,0.0003,-0.015168596990406513,253.28,0.23944443999999998
244736,239,4845,50,0.0,0.2,0.001200019616589998,0.0014363648,0.7076405882835388,-1.1284761279821396,-0.0007758071587886661,952,0.0003,-0.013845473527908325,255.09,0.23341665999999997
245760,240,4848,50,0.0322265625,0.2,0.0011007521861756686,0.006307359,0.18897056579589844,-1.1424103751778603,-0.0009881524310912937,956,0.0003,-0.012507624924182892,257.33,0.22519444
246784,241,4851,50,0.0087890625,0.2,0.0022026007645763457,0.0019502545,0.5603070259094238,-1.2467690259218216,-0.0007501061481889337,960,0.0003,-0.01109936460852623,255.06,0.2325
247808,242,4854,51,0.0,0.2,0.0024751922246650793,0.0016699368,0.7799572944641113,-1.1858904883265495,-0.0016922748764045537,964,0.0003,-0.01642083004117012,254.7,0.23350000999999995
248832,243,4857,51,0.0029296875,0.2,0.0026377917820354924,0.0011790125,0.7701765298843384,-1.2160395681858063,-0.0008171039808075875,968,0.0003,-0.009809479117393494,256.73,0.22686111999999997
249856,244,4860,51,0.0009765625,0.2,0.0007062226868583821,0.0011976347,0.8586661219596863,-1.1726776510477066,-0.002122436257195659,972,0.0003,-0.01914585754275322,260.93,0.21319444999999998
250880,245,4862,51,0.019775390625,0.2,0.00029203058147686534,0.004145677,0.9231539368629456,-1.2832922264933586,-0.0009204241214320064,976,0.0003,-0.014189328998327255,257.09,0.22586112
251904,246,4865,51,0.01416015625,0.2,0.002533787912398111,0.004754475,0.773838996887207,-1.327998124063015,-0.002006380964303389,980,0.0003,-0.02735109068453312,257.59,0.22447222999999997
252928,247,4868,51,0.089599609375,0.2,0.0005300640023051528,0.010240285,0.9306638836860657,-1.3052097409963608,-0.006120823411038145,984,0.0003,-0.018065208569169044,259.41,0.21941667000000004
253952,248,4871,52,0.03759765625,0.2,0.0005170505264686653,0.0055227,0.8572241067886353,-1.30724735558033,-0.0028547572292154655,988,0.0003,-0.015957769006490707,258.61,0.2206389
254976,249,4874,52,0.00537109375,0.2,0.007788230577716604,0.0020012634,0.38945525884628296,-1.1971023976802826,-0.001125677372328937,992,0.0003,-0.00856792088598013,258.1,0.22205557999999997
256000,250,4876,52,0.026123046875,0.2,0.0030889198096701875,0.0046231523,0.724459171295166,-1.297667771577835,-0.0014985063316999003,996,0.0003,-0.010238202288746834,253.14,0.23683336000000005
257024,251,4879,52,0.147216796875,0.2,0.005359985108952969,0.01767204,0.7808148860931396,-1.1895410493016243,-0.004529766854830086,1000,0.0003,-0.01653045415878296,253.86,0.23283336000000002
258048,252,4882,52,0.00390625,0.2,0.0017257325162063353,0.0028342113,0.6990185976028442,-1.1078087985515594,-0.002007751929340884,1004,0.0003,-0.016308685764670372,256.54,0.22438892000000002
259072,253,4885,53,0.04052734375,0.2,0.0002462650099914754,0.003375918,0.9577302932739258,-1.0926422327756882,-0.0028089726547477767,1008,0.0003,-0.020518233999609947,258.71,0.21836114
260096,254,4888,53,0.007080078125,0.2,0.0005979946727165952,0.0022134995,0.9483151435852051,-1.0392131581902504,-0.0014995245728641748,1012,0.0003,-0.018156982958316803,258.36,0.21933336
261120,255,4890,53,0.04541015625,0.2,0.0012624796036107,0.0035240538,0.9030511975288391,-1.1064407601952553,-0.0017145814490504563,1016,0.0003,-0.007406832184642553,258.36,0.21933336
262144,256,4748,55,0.0,0.2,0.0003653291487353272,0.0018768634,0.9533755779266357,-1.0699803605675697,-0.0007969555736053735,1020,0.0003,-0.013399135321378708,259.69,0.21463892
263168,257,4751,55,0.0,0.2,0.0035974361380795017,0.0012781802,0.40685904026031494,-1.030242532491684,-0.0013142540701664984,1024,0.0003,-0.007802744396030903,258.11,0.22002781000000002
264192,258,4754,55,0.012939453125,0.2,0.0014911084217601456,0.0026022387,0.8331124186515808,-1.0048527009785175,-0.0020019959629280493,1028,0.0003,-0.01553373970091343,253.07,0.23602781
265216,259,4757,55,0.023681640625,0.2,0.004150966735323891,0.0057168636,0.7656590938568115,-1.1341332495212555,-0.0007213875942397863,1032,0.0003,-0.011882241815328598,255.11,0.22836114999999998
266240,260,4760,55,0.013916015625,0.2,0.004322647670051083,0.003161625,0.6665464639663696,-1.1219235062599182,-0.00105502171209082,1036,0.0003,-0.007257255259901285,250.25,0.24386115
267264,261,4763,56,0.0048828125,0.2,0.0032084384583868086,0.0013476999,0.6884101629257202,-1.179741583764553,-0.0011437203211244196,1040,0.0003,-0.015525412745773792,254.72,0.22944448
268288,262,4766,56,0.0224609375,0.2,0.0004740636213682592,0.00649351,0.8789684772491455,-1.1349925473332405,-0.0033178128069266677,1044,0.0003,-0.016201533377170563,252.09,0.23675003000000003
269312,263,4770,56,0.032958984375,0.2,0.008325943868840113,0.0045778584,0.5473251938819885,-1.178304247558117,-0.001163057197118178,1048,0.0003,-0.004274175968021154,247.27,0.25213892000000004
270336,264,4773,56,0.0,0.2,0.004263301510945894,0.0015100741,0.6279149055480957,-1.1510306522250175,-0.000712195280357264,1052,0.0003,-0.01139364019036293,244.49,0.26086114000000005
271360,265,4775,56,0.033935546875,0.2,0.003138842701446265,0.004120195,0.4337656497955322,-1.243985652923584,-0.0011593051422096323,1056,0.0003,-0.015109295025467873,246.17,0.25619446
272384,266,4778,56,0.0,0.2,0.0037108474207343534,0.0004765357,0.6296559572219849,-1.2682642191648483,-0.001129877520725131,1060,0.0003,-0.015471212565898895,245.33,0.25952779
273408,267,4781,57,0.053955078125,0.2,0.002243127572000958,0.0014392771,0.873725175857544,-1.2503556609153748,-0.0021302919485606253,1064,0.0003,-0.019102733582258224,240.7,0.2753889
274432,268,4784,57,0.00634765625,0.2,0.00359611411113292,0.0024905337,0.7370715141296387,-1.1689938008785248,-0.00219747272785753,1068,0.0003,-0.014158586971461773,236.69,0.28852779
275456,269,4787,57,0.02294921875,0.2,0.004579252432449721,0.009312562,0.6000192165374756,-1.170857273042202,-0.002356598823098466,1072,0.0003,-0.009487747214734554,234.23,0.29536113
276480,270,4789,57,0.091552734375,0.2,0.003328641250845976,0.012419032,0.6544284224510193,-0.9912608191370964,-0.003703985785250552,1076,0.0003,-0.012721234932541847,233.06,0.29961113000000006
277504,271,4791,57,0.060302734375,0.2,0.0006118396140664117,0.0015960233,0.7134699821472168,-1.014719694852829,-0.002541691152146086,1080,0.0003,-0.013388754799962044,236.08,0.29022224
278528,272,4794,58,0.0,0.2,0.0006053668257663958,0.0008444004,0.5943847894668579,-0.9097195118665695,-0.0005938285612501204,1084,0.0003,-0.0077250064350664616,239.22,0.27950000999999997
279552,273,4797,58,0.025390625,0.2,0.002314819867024198,0.00440767,0.7683128714561462,-0.9391077794134617,-0.0015773402410559356,1088,0.0003,-0.02696259506046772,239.22,0.27950000999999997
280576,274,4800,58,0.063232421875,0.2,0.0003649479531304678,0.0053511313,0.7489498853683472,-0.9310997202992439,-0.004980639758286998,1092,0.0003,-0.008832214400172234,242.28,0.27000000999999996
281600,275,4803,58,0.04296875,0.2,0.0007336670241784304,0.0034827534,0.5649897456169128,-0.98115424066782,-0.0011419415241107345,1096,0.0003,-0.013081716373562813,241.0,0.27355556
282624,276,4806,58,0.000732421875,0.2,0.005040785865276121,0.00088659825,0.7967211008071899,-0.8756334073841572,-0.0007378512236755341,1100,0.0003,-0.011765772476792336,236.25,0.28775
283648,277,4809,58,0.0166015625,0.2,0.002802056071232073,0.001770947,0.8240705728530884,-0.9842209108173847,-0.0005295147420838475,1104,0.0003,-0.013795684091746807,236.77,0.28530555
284672,278,4812,59,0.036376953125,0.2,0.0012394755249260925,0.0013740596,0.9158709645271301,-1.1047705188393593,-0.001723954570479691,1108,0.0003,-0.013418851420283318,231.73,0.30230555000000003
285696,279,4815,59,0.03759765625,0.2,0.005311405824613757,0.005086521,0.6441845893859863,-0.9220187216997147,-0.0027394122444093227,1112,0.0003,-0.014563383534550667,226.52,0.31877775999999997
286720,280,4818,59,0.0185546875,0.2,0.0035519664670573547,0.0032240143,0.8313232660293579,-0.9408986307680607,-0.00043891684617847204,1116,0.0003,-0.0172780379652977,229.11,0.31158331000000006
287744,281,4821,59,0.03076171875,0.2,0.0016085125025711022,0.005814407,0.8289245963096619,-1.0036004856228828,-0.0012086605420336127,1120,0.0003,-0.008788908831775188,231.27,0.30558331000000005
288768,282,4824,59,0.0576171875,0.2,0.0021653339281328954,0.00869213,0.7447271347045898,-1.085565771907568,-0.001702284294879064,1124,0.0003,-0.02099887654185295,233.14,0.30138887
289792,283,4826,60,0.00439453125,0.2,0.0014175995529512875,0.002577885,0.921747624874115,-1.155054971575737,-0.0016641875845380127,1128,0.0003,-0.01762290485203266,228.7,0.31572219999999995
