time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
4055,41984,41,10,-0.012240993790328503,0.7056180238723755,0.0003,0.0,0.2,-0.0005845838750246912,0.00085381,-1.5109626650810242,0.0021305995323928073,160,0.18791665999999999,268.23
4079,43008,42,10,-0.02809777855873108,0.5400250554084778,0.0003,0.016357421875,0.2,-0.0027141919126734138,0.0026485873,-1.5486465469002724,0.0057097303797490895,164,0.19997221000000004,264.97
4104,44032,43,10,-0.02202218770980835,0.5688343644142151,0.0003,0.0,0.2,-0.0021383817511377856,0.0033705838,-1.5484870448708534,0.0028714568470604718,168,0.20858331999999996,262.59
4125,45056,44,10,-0.01811191812157631,0.4311524033546448,0.0003,0.0,0.2,-0.0015812339261174202,0.0024695,-1.4598741009831429,0.0038243787348619662,172,0.21588888,260.32
4146,46080,45,11,-0.020692432299256325,0.5121880769729614,0.0003,0.00634765625,0.2,-0.0014586721736122854,0.0023496621,-1.4501771554350853,0.002821025424054824,176,0.20447221,263.71
4165,47104,46,11,-0.014887399040162563,0.591442346572876,0.0003,0.0,0.2,-0.0010029683471657336,0.0046273773,-1.538777008652687,0.0023056126592564397,180,0.21274998999999997,261.09
4186,48128,47,11,-0.016170134767889977,0.5560706853866577,0.0003,0.00048828125,0.2,-0.002439260366372764,0.0034225225,-1.6033441051840782,0.002203382391599007,184,0.22486111,257.09
4205,49152,48,11,-0.012737642042338848,0.46063417196273804,0.0003,0.0,0.2,0.0001654889783822,0.0010439574,-1.618716113269329,0.008080356143182144,188,0.22069443999999996,258.23
4224,50176,49,11,-0.02389148622751236,0.8478635549545288,0.0003,0.0,0.2,-0.003115608233201783,0.0017107285,-1.6260586753487587,0.0012546653815661557,192,0.21555554999999998,259.72
4241,51200,50,12,-0.017277613282203674,0.798356294631958,0.0003,0.0341796875,0.2,-0.0024364008859265596,0.0055955425,-1.6577117219567299,0.0011014488445653114,196,0.20002778000000002,264.59
4259,52224,51,12,-0.02042713202536106,0.24288052320480347,0.0003,0.0,0.2,-0.003146547358483076,0.0061664553,-1.6645600348711014,0.005354373228328768,200,0.20002778000000002,264.59
4276,53248,52,12,-0.032068055123090744,0.8070818185806274,0.0003,0.0458984375,0.2,-0.005187011731322855,0.016341105,-1.5006555244326591,0.000565916758205276,204,0.19072222,267.58
4293,54272,53,12,-0.013453844003379345,0.811652421951294,0.0003,0.00244140625,0.2,-0.0018073781102430075,0.0023886873,-1.4306231588125229,0.0005709707893402083,208,0.19180555,267.55
4309,55296,54,12,-0.027559418231248856,0.8347248435020447,0.0003,0.0,0.2,-0.001193666597828269,0.0037064804,-1.5344673916697502,0.0005934235105087282,212,0.18661110999999997,269.42
4324,56320,55,13,-0.029126232489943504,0.7277871370315552,0.0003,0.0,0.2,-0.0023871984449215233,0.0028697848,-1.5505204871296883,0.0008254922031483147,216,0.18461111,270.5
